"","name_raw","name_clean","state","jurisdiction"
"3935","Augusta Correctional Center","AUGUSTA CORRECTIONAL CENTER","Virginia","state"
"3936","Baskerville Correctional Center","BASKERVILLE CORRECTIONAL CENTER","Virginia","state"
"3937","Bland Correctional Center","BLAND CORRECTIONAL CENTER","Virginia","state"
"3939","Buckingham Correctional Center","BUCKINGHAM CORRECTIONAL CENTER","Virginia","state"
"3940","Caroline Correctional Unit","CAROLINE CORRECTIONAL UNIT","Virginia","state"
"3941","Central Virginia Correctional Unit #13","CENTRAL VIRGINIA CORRECTIONAL UNIT 13","Virginia","state"
"3942","Central Virginia Correctional Unit 13","CENTRAL VIRGINIA CORRECTIONAL UNIT 13","Virginia","state"
"3944","Coffeewood Correctional Center","COFFEEWOOD CORRECTIONAL CENTER","Virginia","state"
"3946","Cold Springs Correctional Unit #10","COLD SPRINGS CORRECTIONAL UNIT 10","Virginia","state"
"3947","Cold Springs Correctional Unit 10","COLD SPRINGS CORRECTIONAL UNIT 10","Virginia","state"
"3948","Deerfield Correctional Center (includes Deerfield Work Centers)","DEERFIELD CORRECTIONAL CENTER INCLUDES DEERFIELD WORK CENTERS","Virginia","state"
"3949","Deerfield Correctional Center includes Deerfield Work Centers","DEERFIELD CORRECTIONAL CENTER INCLUDES DEERFIELD WORK CENTERS","Virginia","state"
"3950","Dillwyn Correctional Center","DILLWYN CORRECTIONAL CENTER","Virginia","state"
"3951","Fluvanna Correctional Center for Women","FLUVANNA CORRECTIONAL CENTER FOR WOMEN","Virginia","state"
"3952","Green Rock Correctional Center","GREEN ROCK CORRECTIONAL CENTER","Virginia","state"
"3953","Greensville Correctional Center (includes Greensville Work Center)","GREENSVILLE CORRECTIONAL CENTER INCLUDES GREENSVILLE WORK CENTER","Virginia","state"
"3954","Greensville Correctional Center includes Greensville Work Center","GREENSVILLE CORRECTIONAL CENTER INCLUDES GREENSVILLE WORK CENTER","Virginia","state"
"3955","Halifax Correctional Unit","HALIFAX CORRECTIONAL UNIT","Virginia","state"
"3957","Haynesville Correctional Center","HAYNESVILLE CORRECTIONAL CENTER","Virginia","state"
"3958","Haynesville Correctional Unit #17","HAYNESVILLE CORRECTIONAL UNIT 17","Virginia","state"
"3959","Haynesville Correctional Unit 17","HAYNESVILLE CORRECTIONAL UNIT 17","Virginia","state"
"3960","Indian Creek Correctional Center","INDIAN CREEK CORRECTIONAL CENTER","Virginia","state"
"3961","Keen Mountain Correctional Center","KEEN MOUNTAIN CORRECTIONAL CENTER","Virginia","state"
"3962","Lawrenceville Correctional Center","LAWRENCEVILLE CORRECTIONAL CENTER","Virginia","state"
"3963","Lunenburg Correctional Center","LUNENBURG CORRECTIONAL CENTER","Virginia","state"
"3964","Marion Correctional Treatment Center","MARION CORRECTIONAL TREATMENT CENTER","Virginia","state"
"3965","Nottoway Correctional Center (includes Nottoway Work Center)","NOTTOWAY CORRECTIONAL CENTER INCLUDES NOTTOWAY WORK CENTER","Virginia","state"
"3966","Nottoway Correctional Center includes Nottoway Work Center","NOTTOWAY CORRECTIONAL CENTER INCLUDES NOTTOWAY WORK CENTER","Virginia","state"
"3967","Patrick Henry Correctional Unit","PATRICK HENRY CORRECTIONAL UNIT","Virginia","state"
"3968","Pocahontas State Correctional Center","POCAHONTAS STATE CORRECTIONAL CENTER","Virginia","state"
"3969","Probation & Parole  Central Region","PROBATION PAROLE CENTRAL REGION","Virginia","state"
"3970","Probation & Parole — Central Region","PROBATION PAROLE CENTRAL REGION","Virginia","state"
"3971","Probation & Parole ‚Äî Central Region","PROBATION PAROLE CENTRAL REGION","Virginia","state"
"3972","Probation & Parole Central Region","PROBATION PAROLE CENTRAL REGION","Virginia","state"
"3973","Probation & Parole  Eastern Region","PROBATION PAROLE EASTERN REGION","Virginia","state"
"3974","Probation & Parole — Eastern Region","PROBATION PAROLE EASTERN REGION","Virginia","state"
"3975","Probation & Parole ‚Äî Eastern Region","PROBATION PAROLE EASTERN REGION","Virginia","state"
"3976","Probation & Parole Eastern Region","PROBATION PAROLE EASTERN REGION","Virginia","state"
"3977","Probation & Parole  Western Region","PROBATION PAROLE WESTERN REGION","Virginia","state"
"3978","Probation & Parole — Western Region","PROBATION PAROLE WESTERN REGION","Virginia","state"
"3979","Probation & Parole ‚Äî Western Region","PROBATION PAROLE WESTERN REGION","Virginia","state"
"3980","Probation & Parole Western Region","PROBATION PAROLE WESTERN REGION","Virginia","state"
"3981","Red Onion State Prison","RED ONION STATE PRISON","Virginia","state"
"3982","River North Correctional Center","RIVER NORTH CORRECTIONAL CENTER","Virginia","state"
"3983","Rustburg Correctional Unit","RUSTBURG CORRECTIONAL UNIT","Virginia","state"
"3984","St Brides Correctional Center","ST BRIDES CORRECTIONAL CENTER","Virginia","state"
"3985","St. Brides Correctional Center","ST BRIDES CORRECTIONAL CENTER","Virginia","state"
"3987","State Farm Correctional Complex","STATE FARM CORRECTIONAL COMPLEX","Virginia","state"
"3988","Sussex I State Prison","SUSSEX I STATE PRISON","Virginia","state"
"3989","Sussex II State Prison","SUSSEX II STATE PRISON","Virginia","state"
"3990","Virginia Correctional Center for Women (includes State Farm Work Center)","VIRGINIA CORRECTIONAL CENTER FOR WOMEN INCLUDES STATE FARM WORK CENTER","Virginia","state"
"3991","Virginia Correctional Center for Women includes State Farm Work Center","VIRGINIA CORRECTIONAL CENTER FOR WOMEN INCLUDES STATE FARM WORK CENTER","Virginia","state"
"3992","Wallens Ridge State Prison","WALLENS RIDGE STATE PRISON","Virginia","state"
"3993","Wise Correctional Unit","WISE CORRECTIONAL UNIT","Virginia","state"
"3995","Ahtanum View Work Release","AHTANUM VIEW WORK RELEASE","Washington","state"
"3996","AIRWAY HEIGHTS CORRECTIONS CENTER1","AIRWAY HEIGHTS CORRECTIONS CENTER","Washington","state"
"3997","Bellingham Work Release","BELLINGHAM WORK RELEASE","Washington","state"
"3998","Bishop Lewis Work Release","BISHOP LEWIS WORK RELEASE","Washington","state"
"3999","Brownstone Work Release","BROWNSTONE WORK RELEASE","Washington","state"
"4003","Community Corrections Section 1","COMMUNITY CORRECTIONS SECTION 1","Washington","state"
"4004","Community Corrections Section 2","COMMUNITY CORRECTIONS SECTION 2","Washington","state"
"4005","Community Corrections Section 3","COMMUNITY CORRECTIONS SECTION 3","Washington","state"
"4006","Community Corrections Section 4","COMMUNITY CORRECTIONS SECTION 4","Washington","state"
"4007","Community Corrections Section 5","COMMUNITY CORRECTIONS SECTION 5","Washington","state"
"4008","Community Corrections Section 6","COMMUNITY CORRECTIONS SECTION 6","Washington","state"
"4009","Community Corrections Section 7","COMMUNITY CORRECTIONS SECTION 7","Washington","state"
"4010","Community Medical Center","COMMUNITY MEDICAL CENTER","Washington","state"
"4012","Eleanor Chase House Work Release","ELEANOR CHASE HOUSE WORK RELEASE","Washington","state"
"4013","Helen B Ratcliff Work Release","HELEN B RATCLIFF WORK RELEASE","Washington","state"
"4015","Longview Work Release","LONGVIEW WORK RELEASE","Washington","state"
"4019","Olympia Area Offices","OLYMPIA AREA OFFICES","Washington","state"
"4020","Olympia Work Release","OLYMPIA WORK RELEASE","Washington","state"
"4022","Peninsula Work Release","PENINSULA WORK RELEASE","Washington","state"
"4023","Progress House Work Release","PROGRESS HOUSE WORK RELEASE","Washington","state"
"4024","Reynolds Work Release","REYNOLDS WORK RELEASE","Washington","state"
"4027","Tri-Cities Work Release","TRICITIES WORK RELEASE","Washington","state"
"4028","TriCities Work Release","TRICITIES WORK RELEASE","Washington","state"
"4029","Washington Corrections Center","WASHINGTON CORRECTIONS CENTER","Washington","state"
"4030","Washington Corrections Center for Women","WASHINGTON CORRECTIONS CENTER FOR WOMEN","Washington","state"
"4031","Washington Corrections Center for Women Gig Harbor","WASHINGTON CORRECTIONS CENTER FOR WOMEN","Washington","state"
"4032","Washington Corrections Center Shelton","WASHINGTON CORRECTIONS CENTER SHELTON","Washington","state"
"4080","Black River CC","BLACK RIVER CORRECTIONAL CENTER","Wisconsin","state"
"4081","Black River Correctional Center","BLACK RIVER CORRECTIONAL CENTER","Wisconsin","state"
"4082","Chippewa Valley Correctional Treatment Facility","CHIPPEWA VALLEY CORRECTIONAL TREATMENT FACILITY","Wisconsin","state"
"4083","Chippewa Valley CTF","CHIPPEWA VALLEY CORRECTIONAL TREATMENT FACILITY","Wisconsin","state"
"4084","Copper Lake School-Lincoln Hills School","COPPER LAKE SCHOOL LINCOLN HILLS SCHOOL","Wisconsin","state"
"4085","Copper Lake School/Lincoln Hills School","COPPER LAKE SCHOOL LINCOLN HILLS SCHOOL","Wisconsin","state"
"4089","Dodge CI","DODGE CORRECTIONAL INSTITUTION","Wisconsin","state"
"4090","Dodge Correctional Institution","DODGE CORRECTIONAL INSTITUTION","Wisconsin","state"
"4091","Drug Abuse CC","DRUG ABUSE CORRECTIONAL CENTER","Wisconsin","state"
"4092","Drug Abuse Correctional Center","DRUG ABUSE CORRECTIONAL CENTER","Wisconsin","state"
"4093","Druge Abuse CC","DRUG ABUSE CORRECTIONAL CENTER","Wisconsin","state"
"4094","Felmers O Chaney CC","FELMERS O CHANEY CORRECTIONAL CENTER","Wisconsin","state"
"4095","Felmers O Chaney Correctional Center","FELMERS O CHANEY CORRECTIONAL CENTER","Wisconsin","state"
"4096","Felmers O. Chaney Correctional Center","FELMERS O CHANEY CORRECTIONAL CENTER","Wisconsin","state"
"4097","Flambeau CC","FLAMBEAU CORRECTIONAL CENTER","Wisconsin","state"
"4098","Flambeau Correctional Center","FLAMBEAU CORRECTIONAL CENTER","Wisconsin","state"
"4099","Fox Lake CI","FOX LAKE CORRECTIONAL INSTITUTION","Wisconsin","state"
"4100","Fox Lake Correctional Institution","FOX LAKE CORRECTIONAL INSTITUTION","Wisconsin","state"
"4101","Gordon CC","GORDON CORRECTIONAL CENTER","Wisconsin","state"
"4102","Gordon Correctional Center","GORDON CORRECTIONAL CENTER","Wisconsin","state"
"4103","Green Bay CI","GREEN BAY CORRECTIONAL INSTITUTION","Wisconsin","state"
"4104","Green Bay Correctional Institution","GREEN BAY CORRECTIONAL INSTITUTION","Wisconsin","state"
"4105","Grow Academy","GROW ACADEMY","Wisconsin","state"
"4106","John C Burke CC","JOHN C BURKE CORRECTIONAL CENTER","Wisconsin","state"
"4107","John C Burke Correctional Center","JOHN C BURKE CORRECTIONAL CENTER","Wisconsin","state"
"4108","John C. Burke CC","JOHN C BURKE CORRECTIONAL CENTER","Wisconsin","state"
"4109","John C. Burke Correctional Center","JOHN C BURKE CORRECTIONAL CENTER","Wisconsin","state"
"4110","Kenosha CC","KENOSHA CORRECTIONAL CENTER","Wisconsin","state"
"4111","Kenosha Correctional Center","KENOSHA CORRECTIONAL CENTER","Wisconsin","state"
"4112","Kettle Moraine CI","KETTLE MORAINE CORRECTIONAL INSTITUTION","Wisconsin","state"
"4113","Kettle Moraine Correctional Institution","KETTLE MORAINE CORRECTIONAL INSTITUTION","Wisconsin","state"
"4114","Marshall E Sherrer CC","MARSHALL E SHERRER CORRECTIONAL CENTER","Wisconsin","state"
"4115","Marshall E Sherrer Correctional Center","MARSHALL E SHERRER CORRECTIONAL CENTER","Wisconsin","state"
"4116","Marshall E. Sherrer CC","MARSHALL E SHERRER CORRECTIONAL CENTER","Wisconsin","state"
"4117","Marshall E. Sherrer Correctional Center","MARSHALL E SHERRER CORRECTIONAL CENTER","Wisconsin","state"
"4118","McNaughton CC","MCNAUGHTON CORRECTIONAL CENTER","Wisconsin","state"
"4119","McNaughton Correctional Center","MCNAUGHTON CORRECTIONAL CENTER","Wisconsin","state"
"4120","Milwaukee Secure Detention Facility","MILWAUKEE SECURE DETENTION FACILITY","Wisconsin","state"
"4121","Milwaukee Women's CC","MILWAUKEE WOMENS CORRECTIONAL CENTER","Wisconsin","state"
"4122","Milwaukee Womens CC","MILWAUKEE WOMENS CORRECTIONAL CENTER","Wisconsin","state"
"4123","Milwaukee Womens Correctional Center","MILWAUKEE WOMENS CORRECTIONAL CENTER","Wisconsin","state"
"4125","New Lisbon CI","NEW LISBON CORRECTIONAL INSTITUTION","Wisconsin","state"
"4126","New Lisbon Correctional Institution","NEW LISBON CORRECTIONAL INSTITUTION","Wisconsin","state"
"4127","Oakhill CI","OAKHILL CORRECTIONAL INSTITUTION","Wisconsin","state"
"4128","Oakhill Correctional Institution","OAKHILL CORRECTIONAL INSTITUTION","Wisconsin","state"
"4129","Oregon CC","OREGON CORRECTIONAL CENTER","Wisconsin","state"
"4130","Oregon Correctional Center","OREGON CORRECTIONAL CENTER","Wisconsin","state"
"4131","Oshkosh Correctional Institution","OSHKOSH CORRECTIONAL INSTITUTION","Wisconsin","state"
"4132","Prairie du Chien CI","PRAIRIE DU CHIEN CORRECTIONAL INSTITUTION","Wisconsin","state"
"4133","Prairie du Chien Correctional Institution","PRAIRIE DU CHIEN CORRECTIONAL INSTITUTION","Wisconsin","state"
"4136","Racine Youth Offender CF","RACINE YOUTHFUL OFFENDER CORRECTIONAL FACILITY","Wisconsin","state"
"4137","Redgranite CI","REDGRANITE CORRECTIONAL INSTITUTION","Wisconsin","state"
"4138","Redgranite Correctional Institution","REDGRANITE CORRECTIONAL INSTITUTION","Wisconsin","state"
"4139","Robert E Ellsworth CC","ROBERT E ELLSWORTH CORRECTIONAL CENTER","Wisconsin","state"
"4140","Robert E Ellsworth Correctional Center","ROBERT E ELLSWORTH CORRECTIONAL CENTER","Wisconsin","state"
"4141","Robert E. Ellsworth CC","ROBERT E ELLSWORTH CORRECTIONAL CENTER","Wisconsin","state"
"4142","Robert E. Ellsworth Correctional Center","ROBERT E ELLSWORTH CORRECTIONAL CENTER","Wisconsin","state"
"4143","Sanger B Powers CC","SANGER B POWERS CORRECTIONAL CENTER","Wisconsin","state"
"4144","Sanger B Powers Correctional Center","SANGER B POWERS CORRECTIONAL CENTER","Wisconsin","state"
"4145","Sanger B. Powers CC","SANGER B POWERS CORRECTIONAL CENTER","Wisconsin","state"
"4146","Sanger B. Powers Correctional Center","SANGER B POWERS CORRECTIONAL CENTER","Wisconsin","state"
"4147","St Croix CC","SAINT CROIX CORRECTIONAL CENTER","Wisconsin","state"
"4148","St Croix Correctional Center","SAINT CROIX CORRECTIONAL CENTER","Wisconsin","state"
"4149","St. Croix CC","SAINT CROIX CORRECTIONAL CENTER","Wisconsin","state"
"4150","St. Croix Correctional Center","SAINT CROIX CORRECTIONAL CENTER","Wisconsin","state"
"4151","Stanley CI","STANLEY CORRECTIONAL INSTITUTION","Wisconsin","state"
"4152","Stanley Correctional Institution","STANLEY CORRECTIONAL INSTITUTION","Wisconsin","state"
"4153","Taycheedah CI","TAYCHEEDAH CORRECTIONAL INSTITUTION","Wisconsin","state"
"4154","Taycheedah Correctional Institution","TAYCHEEDAH CORRECTIONAL INSTITUTION","Wisconsin","state"
"4155","Thompson CC","THOMPSON CORRECTIONAL CENTER","Wisconsin","state"
"4156","Thompson Correctional Center","THOMPSON CORRECTIONAL CENTER","Wisconsin","state"
"4157","Waupun Correctional Institution","WAUPUN CORRECTIONAL INSTITUTION","Wisconsin","state"
"4158","Winnebago CC","WINNEBAGO CORRECTIONAL CENTER","Wisconsin","state"
"4159","Winnebago Correctional Center","WINNEBAGO CORRECTIONAL CENTER","Wisconsin","state"
"4160","Wisconsin Secure PF","WISCONSIN SECURE PROGRAM FACILITY","Wisconsin","state"
"4161","Wisconsin Secure Program Facility","WISCONSIN SECURE PROGRAM FACILITY","Wisconsin","state"
"4162","Women's Center in Lusk","WOMENS CENTER IN LUSK","Wyoming","state"
"4163","Womens Center in Lusk","WOMENS CENTER IN LUSK","Wyoming","state"
"4164","Wyoming Honor Conservation Camp","WYOMING HONOR CONSERVATION CAMP","Wyoming","state"
"4165","Wyoming Honor Farm","WYOMING HONOR FARM","Wyoming","state"
"4166","Wyoming Medium Correctional Institution","WYOMING MEDIUM CORRECTIONAL INSTITUTION","Wyoming","state"
"4167","Wyoming State Penitentiary","WYOMING STATE PENITENTIARY","Wyoming","state"
"4168","Tutwiler","TUTWILER PRISON FOR WOMEN","Alabama","state"
"4169","Eyeman","EYMAN STATE PRISON","Arizona","state"
"4170","Florence (AZ State Prison Complex)","FLORENCE STATE PRISON","Arizona","state"
"4171","Marana Community Correctional Treatment Facility","MARANA STATE PRISON","Arizona","state"
"4172","ASP-Avenal State Prison","AVENAL STATE PRISON","California","state"
"4173","ASP-Avenal¬†State¬†Prison","AVENAL STATE PRISON","California","state"
"4174","ASP-AvenalStatePrison","AVENAL STATE PRISON","California","state"
"4175","Avenal¬†State¬†Prison","AVENAL STATE PRISON","California","state"
"4176","ASP AVENAL STATE PRISON (ASP)","AVENAL STATE PRISON","California","state"
"4177","AVENAL STATE PRISON ASP","AVENAL STATE PRISON","California","state"
"4178","CAL-Calipatria State Prison","CALIPATRIA STATE PRISON","California","state"
"4179","CAL-Calipatria¬†State¬†Prison","CALIPATRIA STATE PRISON","California","state"
"4180","CAL-CalipatriaStatePrison","CALIPATRIA STATE PRISON","California","state"
"4181","Calipatria¬†State¬†Prison","CALIPATRIA STATE PRISON","California","state"
"4182","CALIPATRIA STATE PRISON CAL","CALIPATRIA STATE PRISON","California","state"
"4183","CA¬†Correctional¬†Center","CALIFORNIA CORRECTIONAL CENTER","California","state"
"4184","CCC-CA Correctional Center","CALIFORNIA CORRECTIONAL CENTER","California","state"
"4185","CCC-CA¬†Correctional¬†Center","CALIFORNIA CORRECTIONAL CENTER","California","state"
"4186","CCC-CACorrectionalCenter","CALIFORNIA CORRECTIONAL CENTER","California","state"
"4187","CCC-California Correctional Center","CALIFORNIA CORRECTIONAL CENTER","California","state"
"4188","CALIFORNIA CORRECTIONAL CENTER CCC","CALIFORNIA CORRECTIONAL CENTER","California","state"
"4189","CA¬†Correctional¬†Institution","CALIFORNIA CORRECTIONAL INSTITUTION","California","state"
"4190","CCI-CA Correctional Institution","CALIFORNIA CORRECTIONAL INSTITUTION","California","state"
"4191","CCI-CA¬†Correctional¬†Institution","CALIFORNIA CORRECTIONAL INSTITUTION","California","state"
"4192","CCI-CACorrectionalInstitution","CALIFORNIA CORRECTIONAL INSTITUTION","California","state"
"4193","CCI-California Correctional Institution","CALIFORNIA CORRECTIONAL INSTITUTION","California","state"
"4194","CALIFORNIA CORRECTIONAL INSTITUTION CCI","CALIFORNIA CORRECTIONAL INSTITUTION","California","state"
"4195","CALIFORNIA CORRECTIONAL INSTITUTION","CALIFORNIA CORRECTIONAL INSTITUTION","California","state"
"4196","CCWF-Central CA Womens Facility","CENTRAL CALIFORNIA WOMENS FACILITY","California","state"
"4197","CCWF-Central California Women's Facility","CENTRAL CALIFORNIA WOMENS FACILITY","California","state"
"4198","CCWF-Central California Women’s Facility","CENTRAL CALIFORNIA WOMENS FACILITY","California","state"
"4199","CCWF-Central California Women‚Äôs Facility","CENTRAL CALIFORNIA WOMENS FACILITY","California","state"
"4200","CCWF-Central¬†CA¬†Women's¬†Facility","CENTRAL CALIFORNIA WOMENS FACILITY","California","state"
"4201","CCWF-Central¬†CA¬†Womens¬†Facility","CENTRAL CALIFORNIA WOMENS FACILITY","California","state"
"4202","CCWF-CentralCAWomensFacility","CENTRAL CALIFORNIA WOMENS FACILITY","California","state"
"4203","Central¬†CA¬†Womens¬†Facility","CENTRAL CALIFORNIA WOMENS FACILITY","California","state"
"4204","CENTRAL CALIFORNIA WOMENS FACILITY CCWF","CENTRAL CALIFORNIA WOMENS FACILITY","California","state"
"4205","CENTRAL CA WOMENS FACILITY","CENTRAL CALIFORNIA WOMENS FACILITY","California","state"
"4206","CEN-California State Prison, Centinela","CENTINELA STATE PRISON","California","state"
"4207","CEN-Centinela State Prison","CENTINELA STATE PRISON","California","state"
"4208","CEN-Centinela¬†State¬†Prison","CENTINELA STATE PRISON","California","state"
"4209","CEN-CentinelaStatePrison","CENTINELA STATE PRISON","California","state"
"4210","Centinela¬†State¬†Prison","CENTINELA STATE PRISON","California","state"
"4211","CALIFORNIA STATE PRISON CENTINELA CEN","CENTINELA STATE PRISON","California","state"
"4212","CENTINELA STATE PRISON CEN","CENTINELA STATE PRISON","California","state"
"4213","California¬†Health¬†Care¬†Facility","CALIFORNIA HEALTH CARE FACILITY","California","state"
"4214","CHCF-California Health Care Facility","CALIFORNIA HEALTH CARE FACILITY","California","state"
"4215","CHCF-California¬†Health¬†Care¬†Facility","CALIFORNIA HEALTH CARE FACILITY","California","state"
"4216","CHCF-CaliforniaHealthCareFacility","CALIFORNIA HEALTH CARE FACILITY","California","state"
"4217","CALIFORNIA HEALTH CARE FACILITY CHCF","CALIFORNIA HEALTH CARE FACILITY","California","state"
"4218","CA¬†Institution¬†for¬†Men","CALIFORNIA INSTITUTION FOR MEN","California","state"
"4219","CIM-CA Institution for Men","CALIFORNIA INSTITUTION FOR MEN","California","state"
"4220","CIM-CA¬†Institution¬†for¬†Men","CALIFORNIA INSTITUTION FOR MEN","California","state"
"4221","CIM-CAInstitutionforMen","CALIFORNIA INSTITUTION FOR MEN","California","state"
"4222","CIM-California Institution for Men","CALIFORNIA INSTITUTION FOR MEN","California","state"
"4223","CALIFORNIA INSTITUTION FOR MEN CIM","CALIFORNIA INSTITUTION FOR MEN","California","state"
"4224","CA¬†Institution¬†for¬†Women","CALIFORNIA INSTITUTION FOR WOMEN","California","state"
"4225","CIW-CA Institution for Women","CALIFORNIA INSTITUTION FOR WOMEN","California","state"
"4226","CIW-CA¬†Institution¬†for¬†Women","CALIFORNIA INSTITUTION FOR WOMEN","California","state"
"4227","CIW-CAInstitutionforWomen","CALIFORNIA INSTITUTION FOR WOMEN","California","state"
"4228","CIW-California Institution for Women","CALIFORNIA INSTITUTION FOR WOMEN","California","state"
"4229","CALIFORNIA INSTITUTION FOR WOMEN CIW","CALIFORNIA INSTITUTION FOR WOMEN","California","state"
"4230","CA¬†Mens¬†Colony","CALIFORNIA MENS COLONY","California","state"
"4231","CMC-CA Mens Colony","CALIFORNIA MENS COLONY","California","state"
"4232","CMC-CA¬†Mens¬†Colony","CALIFORNIA MENS COLONY","California","state"
"4233","CMC-California Men's Colony","CALIFORNIA MENS COLONY","California","state"
"4234","CMC-California Men’s Colony","CALIFORNIA MENS COLONY","California","state"
"4235","CMC-California Men‚Äôs Colony","CALIFORNIA MENS COLONY","California","state"
"4236","CMC-CAMensColony","CALIFORNIA MENS COLONY","California","state"
"4237","CALIFORNIA MENS COLONY CMC","CALIFORNIA MENS COLONY","California","state"
"4238","CALIFORNIA MENS COLONY","CALIFORNIA MENS COLONY","California","state"
"4239","CA¬†Medical¬†Facility","CALIFORNIA MEDICAL FACILITY","California","state"
"4240","CMF-CA Medical Facility","CALIFORNIA MEDICAL FACILITY","California","state"
"4241","CMF-CA¬†Medical¬†Facility","CALIFORNIA MEDICAL FACILITY","California","state"
"4242","CMF-California Medical Facility","CALIFORNIA MEDICAL FACILITY","California","state"
"4243","CMF-CAMedicalFacility","CALIFORNIA MEDICAL FACILITY","California","state"
"4244","CALIFORNIA MEDICAL FACILITY CMF","CALIFORNIA MEDICAL FACILITY","California","state"
"4245","CA¬†State¬†Prison¬†Corcoran","CALIFORNIA STATE PRISON CORCORAN","California","state"
"4246","COR-CA State Prison Corcoran","CALIFORNIA STATE PRISON CORCORAN","California","state"
"4247","COR-CA¬†State¬†Prison¬†Corcoran","CALIFORNIA STATE PRISON CORCORAN","California","state"
"4248","COR-California State Prison, Corcoran","CALIFORNIA STATE PRISON CORCORAN","California","state"
"4249","COR-CAStatePrisonCorcoran","CALIFORNIA STATE PRISON CORCORAN","California","state"
"4250","CALIFORNIA STATE PRISON CORCORAN COR","CALIFORNIA STATE PRISON CORCORAN","California","state"
"4251","CA¬†Rehabilitation¬†Center","CALIFORNIA REHABILITATION CENTER","California","state"
"4252","CRC-CA Rehabilitation Center","CALIFORNIA REHABILITATION CENTER","California","state"
"4253","CRC-CA¬†Rehabilitation¬†Center","CALIFORNIA REHABILITATION CENTER","California","state"
"4254","CRC-California Rehabilitation Center","CALIFORNIA REHABILITATION CENTER","California","state"
"4255","CRC-CARehabilitationCenter","CALIFORNIA REHABILITATION CENTER","California","state"
"4256","CALIFORNIA REHABILITATION CENTER CRC","CALIFORNIA REHABILITATION CENTER","California","state"
"4257","Correctional¬†Training¬†Facility","CORRECTIONAL TRAINING FACILITY","California","state"
"4258","CTF-Correctional Training Facility","CORRECTIONAL TRAINING FACILITY","California","state"
"4259","CTF-Correctional¬†Training¬†Facility","CORRECTIONAL TRAINING FACILITY","California","state"
"4260","CTF-CorrectionalTrainingFacility","CORRECTIONAL TRAINING FACILITY","California","state"
"4261","CORRECTIONAL TRAINING FACILITY CTF","CORRECTIONAL TRAINING FACILITY","California","state"
"4262","Chuckawalla¬†Valley¬†State¬†Prison","CHUCKAWALLA VALLEY STATE PRISON","California","state"
"4263","CVSP-Chuckawalla Valley State Prison","CHUCKAWALLA VALLEY STATE PRISON","California","state"
"4264","CVSP-Chuckawalla¬†Valley¬†State¬†Prison","CHUCKAWALLA VALLEY STATE PRISON","California","state"
"4265","CVSP-ChuckawallaValleyStatePrison","CHUCKAWALLA VALLEY STATE PRISON","California","state"
"4266","CHUCKAWALLA VALLEY STATE PRISON CVSP","CHUCKAWALLA VALLEY STATE PRISON","California","state"
"4267","Deuel¬†Vocational¬†Institution","DEUEL VOCATIONAL INSTITUTION","California","state"
"4268","DVI-Deuel Vocational Institution","DEUEL VOCATIONAL INSTITUTION","California","state"
"4269","DVI-Deuel¬†Vocational¬†Institution","DEUEL VOCATIONAL INSTITUTION","California","state"
"4270","DVI-DeuelVocationalInstitution","DEUEL VOCATIONAL INSTITUTION","California","state"
"4271","DEUEL VOCATIONAL INSTITUTION DVI","DEUEL VOCATIONAL INSTITUTION","California","state"
"4272","Folsom¬†State¬†Prison","FOLSOM STATE PRISON","California","state"
"4273","FSP-Folsom State Prison","FOLSOM STATE PRISON","California","state"
"4274","FSP-Folsom¬†State¬†Prison","FOLSOM STATE PRISON","California","state"
"4275","FSP-FolsomStatePrison","FOLSOM STATE PRISON","California","state"
"4276","FOLSOM STATE PRISON FSP","FOLSOM STATE PRISON","California","state"
"4277","HDSP-High Desert State Prison","HIGH DESERT STATE PRISON","California","state"
"4278","HDSP-High¬†Desert¬†State¬†Prison","HIGH DESERT STATE PRISON","California","state"
"4279","HDSP-HighDesertStatePrison","HIGH DESERT STATE PRISON","California","state"
"4280","High¬†Desert¬†State¬†Prison","HIGH DESERT STATE PRISON","California","state"
"4281","HIGH DESERT STATE PRISON HDSP","HIGH DESERT STATE PRISON","California","state"
"4282","Ironwood¬†State¬†Prison","IRONWOOD STATE PRISON","California","state"
"4283","ISP-Ironwood State Prison","IRONWOOD STATE PRISON","California","state"
"4284","ISP-Ironwood¬†State¬†Prison","IRONWOOD STATE PRISON","California","state"
"4285","ISP-IronwoodStatePrison","IRONWOOD STATE PRISON","California","state"
"4286","IRONWOOD STATE PRISON ISP","IRONWOOD STATE PRISON","California","state"
"4287","Kern¬†Valley¬†State¬†Prison","KERN VALLEY STATE PRISON","California","state"
"4288","KVSP-Kern Valley State Prison","KERN VALLEY STATE PRISON","California","state"
"4289","KVSP-Kern¬†Valley¬†State¬†Prison","KERN VALLEY STATE PRISON","California","state"
"4290","KVSP-KernValleyStatePrison","KERN VALLEY STATE PRISON","California","state"
"4291","KERN VALLEY STATE PRISON KVSP","KERN VALLEY STATE PRISON","California","state"
"4292","CA¬†State¬†Prison¬†LA¬†County","CALIFORNIA STATE PRISON LOS ANGELES","California","state"
"4293","LAC-CA State Prison LA County","CALIFORNIA STATE PRISON LOS ANGELES","California","state"
"4294","LAC-CA¬†State¬†Prison,¬†LA¬†County","CALIFORNIA STATE PRISON LOS ANGELES","California","state"
"4295","LAC-CA¬†State¬†Prison¬†LA¬†County","CALIFORNIA STATE PRISON LOS ANGELES","California","state"
