"name","state","jurisdiction","description","security","age","gender","diff_operator_dummy","diff_operator","population","capacity","hifld_id","bjs_id","current","source_population","source_capacity","latitude","longitude","county_fips","zipcode","city","county"
"WILLIAMSBURG FEDERAL CORRECTIONAL INSTITUTION","South Carolina","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"416045666070300000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"DISMAS CHARITIES INC RRC SIOUX CITY","South Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"JAMESON PRISON ANNEX SIOUX FALLS","South Dakota","state","Reception Center","Max/Min","A","M",NA,NA,509,745,10001121,"420000000070700017901","Current","HIFLD","Public Records",43.5690677,-96.72646849,46099,57117,"SIOUX FALLS","MINNEHAHA"
"MIKE DURFEE STATE PRISON SPRINGFIELD","South Dakota","state","Prison","Max/Med","A","M",NA,NA,1224,1236,10001128,"420000000070300000000","Current","HIFLD","HIFLD",42.86072379,-97.8994719,46009,57062,"SPRINGFIELD","BON HOMME"
"PIERRE COMMUNITY WORK CENTER","South Dakota","state","Transitional Center","Min","A","M",NA,NA,180,460,10002657,NA,"Current","HIFLD","HIFLD",44.35799277,-100.3080981,46065,57501,"PIERRE","HUGHES"
"RAPID CITY COMMUNITY WORK CENTER","South Dakota","state","Transitional Center","Min","A","M",NA,NA,238,NA,10001118,NA,"Current","HIFLD",NA,44.05838332,-103.1879649,46103,57703,"RAPID CITY","PENNINGTON"
"SIOUX FALLS COMMUNITY WORK CENTER","South Dakota","state","Transitional Center","Min","A","M",NA,NA,229,NA,NA,NA,"Current","Public Records",NA,NA,NA,46099,NA,NA,NA
"SOUTH DAKOTA STATE PENITENTIARY","South Dakota","state","Prison","Max/Min","A","M",NA,NA,748,-999,10001121,"420000000070100000000","Current","HIFLD","HIFLD",43.5690677,-96.72646849,46099,57117,"SIOUX FALLS","MINNEHAHA"
"SOUTH DAKOTA WOMENS PRISON PIERRE","South Dakota","state","Prison",NA,"A","M",NA,NA,221,460,10002657,"420000000070400000000","Current","HIFLD","HIFLD",44.35799277,-100.3080981,46065,57501,"PIERRE","HUGHES"
"SOUTH DAKOTA WOMENS PRISON UNIT E","South Dakota","state","Prison Unit",NA,NA,NA,NA,NA,94,NA,10002658,NA,"Current","HIFLD",NA,44.3578376,-100.3082027,46065,57501,"PIERRE","HUGHES"
"STATEWIDE","South Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"YANKTON COMMUNITY WORK CENTER","South Dakota","state","Transitional Center","Min","A","M",NA,NA,262,240,10001126,NA,"Current","HIFLD","HIFLD",42.91547706,-97.40365778,46135,57078,"YANKTON","YANKTON"
"YANKTON FEDERAL PRISON CAMP","South Dakota","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"426067666070200000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"BLEDSOE COUNTY CORRECTIONAL COMPLEX","Tennessee","state","Reception Center","Med/Min","A","B",NA,NA,104,96,10006852,NA,"Current","HIFLD","HIFLD",35.61411136,-85.19513945,47007,37367,"PIKEVILLE","BLEDSOE"
"DEBRA K JOHNSON REHABILITATION CENTER","Tennessee","state","Reception Center","Max/Min","A","F",NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"DIERSEN NASHVILLE","Tennessee","federal","Transitional Center",NA,NA,NA,NA,NA,NA,NA,NA,"438019666074100000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"DIERSON CHARITIES MEMPHIS","Tennessee","federal","Transitional Center",NA,NA,NA,NA,NA,NA,NA,NA,"438079666074300000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"DISMAS CHARITIES MEMPHIS","Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"HARDEMAN COUNTY CORRECTIONAL FACILITY","Tennessee","state","Prison","Med","A","M","Different Operator","CoreCivic",1981,1976,10001716,"438000000073500000000","Current","HIFLD","HIFLD",35.28749994,-89.16037938,47069,38075,"WHITEVILLE","HARDEMAN"
"LOIS M DERRY SPECIAL NEEDS FACILITY","Tennessee","state","Medical Facility",NA,"A","M",NA,NA,637,854,10001708,"430000000072400000000","Current","HIFLD","HIFLD",36.19330846,-86.90397805,47037,37209,"NASHVILLE","DAVIDSON"
"LOIS M DERRY SPECIAL NEEDS FACILITY","Tennessee","state","Medical Facility",NA,"A","M",NA,NA,637,854,10001708,"430000000072400000000","Current","HIFLD","HIFLD",36.19330846,-86.90397805,47037,37209,"NASHVILLE","DAVIDSON"
"MARK LUTTRELL TRANSITION CENTER","Tennessee","state","Transitional Center",NA,"A","M",NA,NA,244,454,10001720,"430000000070300000000","Current","HIFLD","HIFLD",35.1561368,-89.8621523,47157,38134,"MEMPHIS","SHELBY"
"MARK LUTTRELL TRANSITION CENTER","Tennessee","state","Prison","Max","A","F",NA,NA,244,454,10001720,"430000000070300000000","Current","HIFLD","HIFLD",35.1561368,-89.8621523,47157,38134,"MEMPHIS","SHELBY"
"MEMPHIS FEDERAL CORRECTIONAL INSTITUTION","Tennessee","federal","Prison",NA,NA,NA,NA,NA,1048,722,10001718,"436079666071420000000","Current","HIFLD","HIFLD",35.15576194,-89.86723572,47157,38134,"MEMPHIS","SHELBY"
"MIDWAY REHABILITATION CENTER KNOXVILLE","Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"438047666074200000000","Previous",NA,NA,NA,NA,NA,NA,NA,NA
"MORGAN COUNTY CORRECTIONAL COMPLEX","Tennessee","state","Prison",NA,"A","M",NA,NA,2149,2441,10003507,"430000000074100000000","Current","HIFLD","HIFLD",36.1134707,-84.53919758,47129,37887,"WARTBURG","MORGAN"
"NORTHEAST CORRECTIONAL COMPLEX","Tennessee","state","Prison","Max","A","M",NA,NA,118,1700,10003492,"430000000072100000000","Current","HIFLD","HIFLD",36.4476628,-81.88551468,47091,37683,"MOUNTAIN CITY","JOHNSON"
"NORTHWEST CORRECTIONAL COMPLEX","Tennessee","state","Prison","Max/Med","A","M",NA,NA,2343,2438,10003496,"430000000072200000000","Current","HIFLD","HIFLD",36.41932145,-89.45418835,47095,38079,"TIPTONVILLE","LAKE"
"RIVERBEND MAXIMUM SECURITY INSTITUTION","Tennessee","state","Prison","Max","A","M",NA,NA,637,819,10001708,"430000000071900000000","Current","HIFLD","HIFLD",36.19330846,-86.90397805,47037,37209,"NASHVILLE","DAVIDSON"
"SALVATION ARMY RRC CHATTANOOGA","Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"438033666074000000000","Previous",NA,NA,NA,NA,NA,NA,NA,NA
"SOUTH CENTRAL CORRECTIONAL FACILITY","Tennessee","state","Prison","Med","A","M","Different Operator","CoreCivic",1637,1700,10003538,"438000000072300000000","Current","HIFLD","HIFLD",35.36572485,-87.99745511,47181,38425,"CLIFTON","WAYNE"
"STATEWIDE","Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"TENNESSEE PRISON FOR WOMEN TPFW","Tennessee",NA,NA,NA,NA,NA,NA,NA,685,817,10001705,"430000000070200000000","Previous","HIFLD","HIFLD",36.19362192,-86.85957336,47037,37243,"NASHVILLE","DAVIDSON"
"TROUSDALE TURNER CORRECTIONAL CENTER","Tennessee","state","Prison","Med","A","M","Different Operator","CoreCivic",2481,2672,10006664,NA,"Current","HIFLD","HIFLD",36.35113406,-86.0916015,47169,37074,"HARTSVILLE","TROUSDALE"
"TURNEY CENTER ANNEX TCIX A","Tennessee","state","Prison Unit",NA,NA,NA,NA,NA,365,400,10001015,"430000000074200018201","Current","HIFLD","HIFLD",35.36981256,-87.9911328,47181,38425,"CLIFTON","WAYNE"
"TURNEY CENTER INDUSTRIAL COMPLEX","Tennessee","state","Prison","Max/Med","A","M",NA,NA,1565,1184,10001014,"430000000070400000000","Current","HIFLD","HIFLD",35.83158446,-87.68793116,47081,37140,"ONLY","HICKMAN"
"WEST TENNESSEE STATE PENITENTIARY","Tennessee","state","Prison","Max/Med","A","M",NA,NA,1908,2318,10001711,"430000000072700000000","Current","HIFLD","HIFLD",35.67013741,-89.74688973,47097,38041,"HENNING","LAUDERDALE"
"WHITEVILLE CORRECTIONAL FACILTY","Tennessee","state","Prison","Med/Min","A","M",NA,NA,1499,1619,10001717,"438000000073700000000","Current","HIFLD","HIFLD",35.29924181,-89.15394227,47069,38075,"WHITEVILLE","HARDEMAN"
"WOMENS THERAPEUTIC RESIDENTIAL CENTER AND WOMENS THERAPEUTIC RESIDENTIAL CENTER","Tennessee","state","Prison","Min","A","F",NA,NA,1908,2254,10001711,NA,"Current","HIFLD","HIFLD",35.67013741,-89.74688973,47097,38041,"HENNING","LAUDERDALE"
"ALLAM HARTLEY COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"ALLRED UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,3578,3722,10002716,"440000000079998400000","Current","HIFLD","HIFLD",33.97465975,-98.59568464,48485,76367,"IOWA PARK","WICHITA"
"ATASCOSA COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"AVALON AUSTIN CORECIVIC","Texas","federal","Transitional Center",NA,NA,NA,"Different Operator","CoreCivic",NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"BAILEY COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"BAMBI","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"BASTROP COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"BASTROP FEDERAL CORRECTIONAL INSTITUTION","Texas","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"446011666070100000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"BATEN","Texas",NA,NA,NA,NA,NA,NA,NA,993,1008,10000152,"440000000079995100000","Previous","HIFLD","HIFLD",35.56615923,-100.8882408,48179,79065,"PAMPA","GRAY"
"BEAUMONT LOW FEDERAL CORRECTIONAL INSTITUTION","Texas","federal","Prison",NA,NA,NA,NA,NA,2163,1536,10002860,"446123666071400000000","Current","HIFLD","HIFLD",NA,NA,48245,77705,"BEAUMONT","JEFFERSON"
"BEAUMONT MEDIUM FEDERAL CORRECTIONAL INSTITUTION","Texas","federal","Prison",NA,NA,NA,NA,NA,1573,1141,10001989,"446123666071500000000","Current","HIFLD","HIFLD",NA,NA,48245,77705,"BEAUMONT","JEFFERSON"
"BEAUMONT UNITED STATES PENITENTIARY","Texas","federal","Prison",NA,NA,NA,NA,NA,1097,957,10001990,"446123666071600000000","Current","HIFLD","HIFLD",NA,NA,48245,77705,"BEAUMONT","JEFFERSON"
"BELL CORRECTIONAL FACILITY","Texas","state","Prison","Min","A","M","Different Operator",NA,NA,520,10001983,NA,"Current","HIFLD","HIFLD",31.11423703,-97.67603822,48027,76543,"KILLEEN","BELL"
"BELL COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"BETO UNIT","Texas","state","Prison","Max","A","M",NA,NA,3177,3471,10000184,NA,"Current","HIFLD","HIFLD",31.75891571,-95.82290174,48001,75803,"PALESTINE","ANDERSON"
"BEXAR COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,NA,2830,10002892,NA,"Current","HIFLD","HIFLD",29.42809799,-98.50672408,48029,78207,"SAN ANTONIO","BEXAR"
"BIG SPRING FEDERAL CORRECTIONAL INSTITUTION","Texas","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"446114666070300000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"BIG SPRING FEDERAL CORRECTIONAL INSTITUTION","Texas","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"446114666070300000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"BOYD UNIT","Texas","state","Prison","Max","A","M",NA,NA,1277,1372,10000190,"440000000079998200000","Current","HIFLD","HIFLD",31.67188005,-96.19910109,48161,75860,"TEAGUE","FREESTONE"
"BRADSHAW","Texas",NA,NA,NA,NA,NA,NA,NA,1964,1980,10001977,"448000000079800500000","Previous","HIFLD","HIFLD",32.18264164,-94.81539698,48401,75653,"HENDERSON","RUSK"
"BRAZORIA COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"BRAZOS COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"BRIDGEPORT UNIT","Texas","state","Prison","Min","A","M","Different Operator",NA,418,520,10001969,"448000000079996700000","Current","HIFLD","HIFLD",33.2359027,-97.75820717,48497,76426,"BRIDGEPORT","WISE"
"BRISCOE UNIT","Texas","state","Prison","Max/Med","A","M",NA,NA,1302,1384,10000247,"440000000074600000000","Current","HIFLD","HIFLD",28.65970767,-99.188931,48163,78017,"DILLEY","FRIO"
"BROOKS P COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"BRYAN FEDERAL PRISON CAMP","Texas","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"446021666070100000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"BURLESON COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"BURNET COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"440000000076400000000","Previous",NA,NA,NA,NA,NA,NA,NA,NA
"BYRD UNIT","Texas","state","Prison","Min","A","M",NA,NA,611,1365,10001984,"440000000079998300000","Current","HIFLD","HIFLD",30.7373136,-95.5554777,48471,77320,"HUNTSVILLE","WALKER"
"CALDWELL COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"CAMERON COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,1077,1746,10002948,NA,"Current","HIFLD","HIFLD",NA,NA,48061,78520,"BROWNSVILLE","CAMERON"
"CAROLE YOUNG MEDICAL FACILITY","Texas","state","Medical Facility","Min","A","F",NA,NA,384,455,NA,"440000000079994000000","Current","Public Records","Public Records",NA,NA,NA,NA,NA,NA
"CARSWELL FEDERAL MEDICAL CENTER","Texas","federal","Medical Facility",NA,NA,NA,NA,NA,1227,926,10000165,"446220666071300000000","Current","HIFLD","HIFLD",32.78409105,-97.41873632,48439,76127,"FORT WORTH","TARRANT"
"CHAMBERS COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"CLEMENS UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,1149,1215,10000243,"440000000070300000000","Current","HIFLD","HIFLD",28.98965784,-95.51824122,48039,77422,"BRAZORIA","BRAZORIA"
"CLEMENTS UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,3585,3798,10000154,"440000000079998500000","Current","HIFLD","HIFLD",35.24148168,-101.7305376,48375,79107,"AMARILLO","POTTER"
"COFFIELD UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,4046,4139,10000187,"440000000079998600000","Current","HIFLD","HIFLD",31.7893033,-95.89287963,48001,75884,"TENNESSEE COLONY","ANDERSON"
"COLE STATE JAIL","Texas","state","Hybrid","Min","A","M",NA,NA,687,900,10002726,"440000000079998700000","Current","HIFLD","HIFLD",33.5917908,-96.22587286,48147,75418,"BONHAM","FANNIN"
"COLLIN COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"COMANCHE COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,32,145,10002789,NA,"Previous","HIFLD","HIFLD",31.91128096,-98.60045611,48093,76442,"COMANCHE","COMANCHE"
"CONNALLY UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,1953,2148,10002905,"440000000079998800000","Current","HIFLD","HIFLD",28.77516388,-97.83439401,48255,78119,"KENEDY","KARNES"
"CORYELL COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"COTULLA UNIT","Texas","state","Prison","Min","A","M",NA,NA,521,606,10002920,"440000000075800000000","Current","HIFLD","HIFLD",28.43623114,-99.21657528,48283,78014,"COTULLA","LA SALLE"
"TYLER COUNTY REHABILITATION CENTER","Texas","federal","Transitional Center",NA,NA,NA,NA,NA,NA,NA,NA,"448212666079966000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"CRAIN UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,1430,2115,10001275,"440000000072100000000","Current","HIFLD","HIFLD",31.46993242,-97.73382389,48099,76599,"GATESVILLE","CORYELL"
"CROCKETT COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"CROSSPOINT INC RRC SAN ANTONIO","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"448015666079911100000","Previous",NA,NA,NA,NA,NA,NA,NA,NA
"DALHART UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,724,1520,10000151,"440000000075900000000","Current","HIFLD","HIFLD",36.02310299,-102.559368,48205,79022,"DALHART","HARTLEY"
"DALLAM HARTLEY COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"DALLAS COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,42,180,10004298,NA,"Current","HIFLD","HIFLD",41.61846698,-94.01797768,19049,50003,"ADEL","DALLAS"
"DALLAS COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,42,-999,10004298,NA,"Current","HIFLD","HIFLD",41.61846698,-94.01797768,19049,50003,"ADEL","DALLAS"
"DALLAS COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,42,34,10004298,NA,"Current","HIFLD","HIFLD",41.61846698,-94.01797768,19049,50003,"ADEL","DALLAS"
"DANIEL UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,930,1384,10000174,"440000000079998900000","Current","HIFLD","HIFLD",32.72238801,-100.8188507,48415,79549,"SNYDER","SCURRY"
"DARRINGTON UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,1665,1931,10000246,"440000000070100000000","Current","HIFLD","HIFLD",29.39904538,-95.48983831,48039,77583,"ROSHARON","BRAZORIA"
"DENTON COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"DIBOLL UNIT","Texas","state","Prison","Min","A","M",NA,NA,503,518,10000197,"448000000079940000000","Current","HIFLD","HIFLD",31.17305955,-94.80579063,48005,75941,"DIBOLL","ANGELINA"
"DISMAS CHARITIES DEL RIO","Texas","federal","Transitional Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"DISMAS CHARITIES INC RRC CORPUS CHRISTI","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"DISMAS CHARITIES MIDLAND","Texas","federal","Transitional Center",NA,NA,NA,NA,NA,NA,NA,NA,"448057666079169900000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"DISMAS LAREDO RRC","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"448240666079139900000","Previous",NA,NA,NA,NA,NA,NA,NA,NA
"DOMINGUEZ UNIT","Texas","state","Prison","Min","A","M",NA,NA,1747,2276,10002893,"440000000079999200000","Current","HIFLD","HIFLD",29.36633408,-98.71135092,48029,78252,"SAN ANTONIO","BEXAR"
"DUNCAN UNIT","Texas","state","Prison","Min","A","M",NA,NA,373,606,10000198,"440000000076000000000","Current","HIFLD","HIFLD",31.1715679,-94.8031622,48005,75941,"DIBOLL","ANGELINA"
"EAST TEXAS UNIT","Texas","state","Prison","Min","A","B","Different Operator",NA,660,2236,NA,"448000000078041000000","Current","Public Records","Public Records",NA,NA,NA,NA,NA,NA
"EASTHAM UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,2412,2474,10002822,"440000000071400000000","Current","HIFLD","HIFLD",30.97710413,-95.63164803,48225,75851,"LOVELADY","HOUSTON"
"ECTOR COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"EL PASO COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"ELLIS UNIT","Texas","state","Prison",NA,NA,NA,NA,NA,2129,2482,10000212,"440000000071500000000","Current","HIFLD","HIFLD",30.88500117,-95.45508758,48471,77343,"HUNTSVILLE","WALKER"
"ERATH COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"ESTELLE UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,2761,3480,10000215,"440000000076600000000","Current","HIFLD","HIFLD",30.88992256,-95.48534045,48471,77320,"HUNTSVILLE","WALKER"
"ESTES UNIT","Texas","state","Prison","Min","A","M",NA,NA,954,1040,10000178,"448000000073900000000","Current","HIFLD","HIFLD",32.40745193,-97.09596986,48251,76084,"VENUS","JOHNSON"
"EAST TEXAS UNIT","Texas","state","Prison","Min","A","B","Different Operator",NA,660,2236,10002784,"448000000078041000000","Current","HIFLD","HIFLD",32.17522475,-94.80097262,48401,75652,"HENDERSON","RUSK"
"FANNIN COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,93,96,10001254,NA,"Previous","HIFLD","HIFLD",33.56299966,-96.1950163,48147,75418,"BONHAM","FANNIN"
"FANNIN P COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"FERGUSON UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,2373,2421,10000206,"440000000071300000000","Current","HIFLD","HIFLD",30.96032229,-95.70583814,48313,75852,"MIDWAY","MADISON"
"CARSWELL FEDERAL MEDICAL CENTER","Texas","federal","Medical Facility",NA,NA,NA,NA,NA,NA,NA,NA,"446220666071300000000","Current",NA,NA,NA,NA,48439,NA,NA,NA
"FORMBY STATE JAIL","Texas","state","Hybrid","Max/Min","A","M",NA,NA,762,1100,10002713,"440000000079996200000","Current","HIFLD","HIFLD",34.1802992,-101.6462696,48189,79072,"PLAINVIEW","HALE"
"FORT BEND COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,778,1770,10002882,NA,"Current","HIFLD","HIFLD",NA,NA,48157,77469,"RICHMOND","FORT BEND"
"FORT STOCKTON UNIT","Texas","state","Prison","Min","A","M",NA,NA,510,606,10000200,"440000000076700000000","Current","HIFLD","HIFLD",30.89966139,-102.8646747,48371,79735,"FORT STOCKTON","PECOS"
"FORT WORTH FEDERAL MEDICAL CENTER","Texas","federal","Medical Facility",NA,NA,NA,NA,NA,1612,1555,10000163,NA,"Current","HIFLD","HIFLD",32.67986206,-97.28768938,48439,76119,"FORT WORTH","TARRANT"
"FORT WORTH FEDERAL MEDICAL CENTER","Texas","federal","Medical Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,48439,NA,NA,NA
"GAINES COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"GALVESTON COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"GARZA EAST","Texas",NA,NA,NA,NA,NA,NA,NA,1744,2458,10002917,"440000000078700000000","Previous","HIFLD","HIFLD",28.3782524,-97.6593393,48025,78102,"BEEVILLE","BEE"
"GARZA WEST UNIT","Texas","state","Prison","Med/Min","A","M",NA,NA,1942,2278,10002916,"440000000078800000000","Current","HIFLD","HIFLD",28.37766919,-97.66657027,48025,78102,"BEEVILLE","BEE"
"GEO CARE INC RRC BROWNSVILLE","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"448223666071500000000","Previous",NA,NA,NA,NA,NA,NA,NA,NA
"GEO GROUP INC EDINBURG","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"448108666071600000000","Previous",NA,NA,NA,NA,NA,NA,NA,NA
"GILES W DALBY CORRECTIONAL INSTITUTION","Texas","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"448085666075110000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"GIST STATE JAIL","Texas","state","Hybrid","Min","A","M",NA,NA,1648,2276,10002857,"440000000075700000000","Current","HIFLD","HIFLD",29.99535145,-94.04945853,48245,77705,"BEAUMONT","JEFFERSON"
"GLOSSBRENNER UNIT","Texas","state","Prison","Min","A","M",NA,NA,263,612,10002928,"440000000076800000000","Current","HIFLD","HIFLD",27.7095585,-98.2563714,48131,78384,"SAN DIEGO","DUVAL"
"GOODMAN UNIT","Texas","state","Prison","Min","A","M",NA,NA,432,612,10000204,"440000000076900000000","Current","HIFLD","HIFLD",30.91440344,-93.94563445,48241,75951,"JASPER","JASPER"
"GOREE UNIT","Texas","state","Prison","Med/Min","A","M",NA,NA,713,1421,10000213,"440000000071200000000","Current","HIFLD","HIFLD",30.67363887,-95.51472109,48471,77344,"HUNTSVILLE","WALKER"
"GRAND PRAIRIE","Texas","federal","Detention Center",NA,NA,NA,NA,NA,NA,210,10000171,NA,"Current","HIFLD","HIFLD",32.7046548,-97.02923773,48113,75051,"GRAND PRAIRIE","DALLAS"
"GRAND PRAIRIE","Texas","federal","Detention Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,40045,NA,NA,NA
"GRAYSON COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"GREGG COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,NA,NA,10002770,NA,"Current","HIFLD",NA,32.49691728,-94.73879592,48183,75601,"LONGVIEW","GREGG"
"GUADALUPE COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"GURNEY UNIT","Texas","state","Prison","Med/Min","A","M",NA,NA,1497,2128,10000184,NA,"Current","HIFLD","HIFLD",31.75891571,-95.82290174,48001,75803,"PALESTINE","ANDERSON"
"HALBERT UNIT","Texas","state","Prison","Min","A","F",NA,NA,308,612,10002835,"440000000076400000000","Current","HIFLD","HIFLD",30.74273187,-98.24696208,48053,78611,"BURNET","BURNET"
