Count.ID,State,Name,Jurisdiction,hifld_id,Address,City,Zipcode,Latitude,Longitude,County,County.FIPS,TYPE,POPULATION,SECURELVL,CAPACITY,federal_prison_type,Website
1413,Tennessee,DIERSON CHARITIES MEMPHIS,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1628,Tennessee,DISMAS CHARITIES MEMPHIS,Federal RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1066,Tennessee,HARDEMAN COUNTY CORRECTIONAL FACILITY,Prison,10001716,2520 UNION SPRINGS RD,WHITEVILLE,38075,35.28749994,-89.16037938,HARDEMAN,47069,STATE,1981,MEDIUM,2100,private,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
1068,Tennessee,LOIS M DERRY SPECIAL NEEDS FACILITY DSNF,Prison,10001708,7575 COCKRILL BEND BLVD,NASHVILLE,37209,36.19330846,-86.90397805,DAVIDSON,47037,STATE,637,MAXIMUM,854,private,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
1070,Tennessee,MARK LUTTRELL TRANSITION CENTER MLTC,Prison,10001720,6000 STATE RD,MEMPHIS,38134,35.1561368,-89.8621523,SHELBY,47157,STATE,244,MEDIUM,454,private,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
287,Tennessee,MEMPHIS FCI,Federal Prison,10001718,1101 JOHN A DENIE RD,MEMPHIS,38134,35.15576194,-89.86723572,SHELBY,47157,FEDERAL,1048,MEDIUM,722,BOP,https://www.bop.gov/coronavirus/
1753,Tennessee,MIDWAY REHABILITATION CENTER KNOXVILLE,Federal RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1072,Tennessee,MORGAN COUNTY CORRECTIONAL COMPLEX MCCX,Prison,10003507,541 WAYNE COTTON MORGAN DR,WARTBURG,37887,36.1134707,-84.53919758,MORGAN,47129,STATE,2149,MAXIMUM,2230,private,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
1074,Tennessee,NORTHEAST CORRECTIONAL COMPLEX NECX,Prison,10003492,5249 HWY 67 W,MOUNTAIN CITY,37683,36.4476628,-81.88551468,JOHNSON,47091,STATE,NA,MAXIMUM,1700,private,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
1076,Tennessee,NORTHWEST CORRECTIONAL COMPLEX NWCX,Prison,10003496,960 STATE ROUTE 212,TIPTONVILLE,38079,36.41932145,-89.45418835,LAKE,47095,STATE,2343,MEDIUM,2436,private,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
1078,Tennessee,RIVERBEND MAXIMUM SECURITY INSTITUTION RMSI,Prison,10001708,7575 COCKRILL BEND BLVD,NASHVILLE,37209,36.19330846,-86.90397805,DAVIDSON,47037,STATE,637,MAXIMUM,854,private,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
322,Tennessee,SALVATION ARMY RRC CHATTANOOGA,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1080,Tennessee,SOUTH CENTRAL FACILITY IN CLIFTON CS,Prison,10003538,555 FOREST AVE,CLIFTON,38425,35.36572485,-87.99745511,WAYNE,47181,STATE,1637,MEDIUM,1700,private,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
1081,Tennessee,STATEWIDE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
1083,Tennessee,TENNESSEE PRISON FOR WOMEN TPFW,Prison,10001705,3881 STEWARTS LANE,NASHVILLE,37243,36.19362192,-86.85957336,DAVIDSON,47037,STATE,685,MAXIMUM,817,private,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
1084,Tennessee,TROUSDALE TURNER CC,Prison,10006664,140 MACON WAY,HARTSVILLE,37074,36.35113406,-86.0916015,TROUSDALE,47169,STATE,2481,MEDIUM,2672,private,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
1086,Tennessee,TURNEY CENTER ANNEX TCIX A,Prison,10001015,245 CARROLL RD,CLIFTON,38425,35.36981256,-87.9911328,WAYNE,47181,STATE,365,MINIMUM,400,private,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
1088,Tennessee,TURNEY CENTER INDUSTRIAL COMPLEX ONLY TCIX,Prison,10001014,1499 RW MOORE MEMORIAL HWY,ONLY,37140,35.83158446,-87.68793116,HICKMAN,47081,STATE,1565,CLOSE,1184,private,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
1090,Tennessee,WEST TENNESSEE STATE PENITENTIARY WTSP,Prison,10001711,480 GREEN CHAPEL RD,HENNING,38041,35.67013741,-89.74688973,LAUDERDALE,47097,STATE,1908,MAXIMUM,2254,private,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
1091,Tennessee,WHITEVILLE CORRECTIONAL FACILTY,Prison,10001717,1440 UNION SPRINGS ROAD,WHITEVILLE,38075,35.29924181,-89.15394227,HARDEMAN,47069,STATE,1499,MEDIUM,1619,private,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
1093,Tennessee,WOMENS THERAPEUTIC RESIDENTIAL CENTER WTRC,Prison,10001711,480 GREEN CHAPEL RD,HENNING,38041,35.67013741,-89.74688973,LAUDERDALE,47097,STATE,1908,MAXIMUM,2254,private,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
1542,Texas,ALLAM HARTLEY COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1094,Texas,ALLRED,Prison,10002716,2101 FM 369 N,IOWA PARK,76367,33.97465975,-98.59568464,WICHITA,48485,STATE,3701,MAXIMUM,3722,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1543,Texas,ATASCOSA COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1399,Texas,AVALON AUSTIN CORECIVIC,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1544,Texas,BAILEY COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1095,Texas,BAMBI,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1545,Texas,BASTROP COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1400,Texas,BASTROP FCI,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1096,Texas,BATEN,Prison,10000152,1992 HELTON RD,PAMPA,79065,35.56615923,-100.8882408,GRAY,48179,STATE,993,MAXIMUM,1008,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
164,Texas,BEAUMONT LOW FCI,Federal Prison,10002860,5560 KNAUTH ROAD,BEAUMONT,77705,NA,NA,JEFFERSON,48245,FEDERAL,2163,MINIMUM,1536,NA,https://www.bop.gov/coronavirus/
165,Texas,BEAUMONT MEDIUM FCI,Federal Prison,10001989,5830 KNAUTH ROAD,BEAUMONT,77705,NA,NA,JEFFERSON,48245,FEDERAL,1573,MEDIUM,1141,NA,https://www.bop.gov/coronavirus/
166,Texas,BEAUMONT USP,Federal Prison,10001990,6200 KNAUTH ROAD,BEAUMONT,77705,NA,NA,JEFFERSON,48245,FEDERAL,1097,MAXIMUM,957,NA,https://www.bop.gov/coronavirus/
1097,Texas,BELL,Prison,10001983,4800 E RANCIER AVE,KILLEEN,76543,31.11423703,-97.67603822,BELL,48027,COUNTY,NA,JUVENILE,100,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1098,Texas,BELL COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1099,Texas,BETO,Prison,10000184,1385 FM 3328,PALESTINE,75803,31.75891571,-95.82290174,ANDERSON,48001,STATE,1953,MEDIUM,2128,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1100,Texas,BEXAR COUNTY,Jail,10002892,200 N COMAL ST,SAN ANTONIO,78207,29.42809799,-98.50672408,BEXAR,48029,COUNTY,NA,NA,2830,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1378,Texas,BIG SPRING FCI,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1101,Texas,BOYD,Prison,10000190,200 SPUR 113,TEAGUE,75860,31.67188005,-96.19910109,FREESTONE,48161,STATE,1330,MAXIMUM,1372,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1102,Texas,BRADSHAW,Prison,10001977,3900 W LOOP 571N,HENDERSON,75653,32.18264164,-94.81539698,RUSK,48401,STATE,1964,MEDIUM,1980,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1546,Texas,BRAZORIA COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1547,Texas,BRAZOS COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1103,Texas,BRIDGEPORT,Prison,10001969,4000 N 10TH ST,BRIDGEPORT,76426,33.2359027,-97.75820717,WISE,48497,STATE,518,MINIMUM,520,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1104,Texas,BRISCOE,Prison,10000247,1459 W STATE HWY 85,DILLEY,78017,28.65970767,-99.188931,FRIO,48163,STATE,1359,MAXIMUM,1384,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1669,Texas,BROOKS P COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1405,Texas,BRYAN FPC,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1105,Texas,BURLESON COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1548,Texas,BURNET COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1106,Texas,BYRD,Prison,10001984,21 FM 247,HUNTSVILLE,77320,30.7373136,-95.5554777,WALKER,48471,STATE,1142,NA,1365,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1549,Texas,CALDWELL COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1550,Texas,CAMERON COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1107,Texas,CAROLE YOUNG,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
178,Texas,CARSWELL FMC,Federal Prison,10000165,NAVAL AIR STATION J ST,FORT WORTH,76127,32.78409105,-97.41873632,TARRANT,48439,FEDERAL,1227,MAXIMUM,926,BOP,https://www.bop.gov/coronavirus/
1779,Texas,CHAMBERS COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1108,Texas,CLEMENS,Prison,10000243,11034 HWY 36,BRAZORIA,77422,28.98965784,-95.51824122,BRAZORIA,48039,STATE,1097,MAXIMUM,1215,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1109,Texas,CLEMENTS,Prison,10000154,9601 SPUR 591,AMARILLO,79107,35.24148168,-101.7305376,POTTER,48375,STATE,3591,MAXIMUM,3798,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1110,Texas,COFFIELD,Prison,10000187,2661 FM 2054,TENNESSEE COLONY,75884,31.7893033,-95.89287963,ANDERSON,48001,STATE,4100,MAXIMUM,4139,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1111,Texas,COLE,Prison,10002726,3801 SILO RD,BONHAM,75418,33.5917908,-96.22587286,FANNIN,48147,STATE,826,MAXIMUM,900,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1551,Texas,COLLIN COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1112,Texas,COMANCHE COUNTY,Jail,10002789,300 INDUSTRIAL BLVD,COMANCHE,76442,31.91128096,-98.60045611,COMANCHE,48093,COUNTY,32,NA,145,TRIBAL_DETENTION_CENTER,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1113,Texas,CONNALLY,Prison,10002905,899 FM 632,KENEDY,78119,28.77516388,-97.83439401,KARNES,48255,STATE,2514,MAXIMUM,2148,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1780,Texas,CORYELL COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1114,Texas,COTULLA,Prison,10002920,610 FM 624,COTULLA,78014,28.43623114,-99.21657528,LA SALLE,48283,STATE,572,MAXIMUM,606,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1751,Texas,COUNTY REHABILITATION CENTER TYLER,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1115,Texas,CRAIN,Prison,10001275,1401 STATE SCHOOL RD,GATESVILLE,76599,31.46993242,-97.73382389,CORYELL,48099,STATE,1430,MAXIMUM,2115,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1552,Texas,CROCKETT COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
203,Texas,CROSSPOINT INC RRC SAN ANTONIO,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1116,Texas,DALHART,Prison,10000151,11950 FM 998,DALHART,79022,36.02310299,-102.559368,HARTLEY,48205,STATE,1027,MAXIMUM,1398,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1553,Texas,DALLAM HARTLEY COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1117,Texas,DALLAS COUNTY,Jail,10004298,201 NILE KINNICK DRIVE NORTH,ADEL,50003,41.61846698,-94.01797768,DALLAS,19049,COUNTY,42,NA,NA,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1118,Texas,DANIEL,Prison,10000174,938 S FM 1673,SNYDER,79549,32.72238801,-100.8188507,SCURRY,48415,STATE,970,MAXIMUM,1384,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1119,Texas,DARRINGTON,Prison,10000246,59 DARRINGTON RD,ROSHARON,77583,29.39904538,-95.48983831,BRAZORIA,48039,STATE,1837,MAXIMUM,1931,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1554,Texas,DENTON COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1120,Texas,DIBOLL,Prison,10000197,1604 S 1ST ST,DIBOLL,75941,31.17305955,-94.80579063,ANGELINA,48005,STATE,511,MEDIUM,518,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1626,Texas,DISMAS CHARITIES DEL RIO,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
210,Texas,DISMAS CHARITIES INC RRC CORPUS CHRISTI,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1629,Texas,DISMAS CHARITIES MIDLAND,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
217,Texas,DISMAS LAREDO RRC,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1121,Texas,DOMINGUEZ,Prison,10002893,6535 CAGNON RD,SAN ANTONIO,78252,29.36633408,-98.71135092,BEXAR,48029,STATE,2098,MAXIMUM,2276,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1122,Texas,DUNCAN,Prison,10000198,1502 S 1ST ST,DIBOLL,75941,31.1715679,-94.8031622,ANGELINA,48005,STATE,428,NA,606,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1555,Texas,EAST TEXAS,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1123,Texas,EASTHAM,Prison,10002822,2665 PRISON ROAD 1,LOVELADY,75851,30.97710413,-95.63164803,HOUSTON,48225,STATE,2425,MAXIMUM,2474,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1556,Texas,ECTOR COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1124,Texas,EL PASO COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1125,Texas,ELLIS COUNTY,Jail,10000212,1697 FM 980,HUNTSVILLE,77343,30.88500117,-95.45508758,WALKER,48471,STATE,2143,MAXIMUM,2482,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1557,Texas,ERATH COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1126,Texas,ESTELLE,Prison,10000215,264 FM 3478,HUNTSVILLE,77320,30.88992256,-95.48534045,WALKER,48471,STATE,2833,MAXIMUM,3480,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1127,Texas,ESTES,Prison,10000178,1100 HWY 1807,VENUS,76084,32.40745193,-97.09596986,JOHNSON,48251,STATE,1032,MINIMUM,1040,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1128,Texas,ETTF,Prison,10002784,900 INDUSTRIAL DR,HENDERSON,75652,32.17522475,-94.80097262,RUSK,48401,STATE,471,MINIMUM,2236,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1129,Texas,FANNIN COUNTY,Jail,10001254,725 COUNTY RD 4200,BONHAM,75418,33.56299966,-96.1950163,FANNIN,48147,COUNTY,93,NA,96,TRIBAL_DETENTION_CENTER,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1713,Texas,FANNIN P COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1130,Texas,FERGUSON,Prison,10000206,12120 SAVAGE DR,MIDWAY,75852,30.96032229,-95.70583814,MADISON,48313,STATE,2366,MAXIMUM,2421,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
246,Texas,FMC CARSWELL,Federal Medical,NA,NA,NA,NA,NA,NA,NA,48439,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1131,Texas,FORMBY,Prison,10002713,986 COUNTY RD AA,PLAINVIEW,79072,34.1802992,-101.6462696,HALE,48189,STATE,529,MEDIUM,576,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1558,Texas,FORT BEND COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1132,Texas,FORT STOCKTON,Prison,10000200,1536 INTERSTATE HWY 10 E,FORT STOCKTON,79735,30.89966139,-102.8646747,PECOS,48371,STATE,594,MEDIUM,606,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
252,Texas,FORT WORTH FMC,Federal Prison,10000163,3150 HORTON RD,FORT WORTH,76119,32.67986206,-97.28768938,TARRANT,48439,FEDERAL,1612,MINIMUM,1555,BOP,https://www.bop.gov/coronavirus/
253,Texas,FORTH WORTH FMC,Federal Medical,NA,NA,NA,NA,NA,NA,NA,48439,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1559,Texas,GAINES COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1560,Texas,GALVESTON COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1133,Texas,GARZA EAST,Prison,10002917,4304 HWY 202,BEEVILLE,78102,28.3782524,-97.6593393,BEE,48025,STATE,1744,MAXIMUM,2458,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1134,Texas,GARZA WEST,Prison,10002916,4250 HWY 202,BEEVILLE,78102,28.37766919,-97.66657027,BEE,48025,STATE,2147,MAXIMUM,2278,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1631,Texas,GEO CARE INC RRC BROWNSVILLE,Federal RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1634,Texas,GEO GROUP INC EDINBURG,Federal RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1421,Texas,GILES W DALBY CI,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1135,Texas,GIST,Prison,10002857,3295 FM 3514,BEAUMONT,77705,29.99535145,-94.04945853,JEFFERSON,48245,STATE,2042,MAXIMUM,2276,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1136,Texas,GLOSSBRENNER,Prison,10002928,5100 S FM 1329,SAN DIEGO,78384,27.7095585,-98.2563714,DUVAL,48131,STATE,141,MINIMUM,612,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1137,Texas,GOODMAN,Prison,10000204,349 PRIVATE RD 8430,JASPER,75951,30.91440344,-93.94563445,JASPER,48241,STATE,341,MEDIUM,612,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1138,Texas,GOREE,Prison,10000213,7405 STATE HWY 75 S,HUNTSVILLE,77344,30.67363887,-95.51472109,WALKER,48471,STATE,889,MAXIMUM,1321,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
260,Texas,GRAND PRAIRIE,Federal Prison,10000171,1525 ARKANSAS LN,GRAND PRAIRIE,75051,32.7046548,-97.02923773,DALLAS,48113,LOCAL,NA,NA,210,TRIBAL_DETENTION_CENTER,https://www.bop.gov/coronavirus/
261,Texas,GRAND PRAIRIE OFFICE COMPLEX GRAND PRAIRIE TX,Federal Prison,NA,NA,NA,NA,NA,NA,NA,40045,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1561,Texas,GRAYSON COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1139,Texas,GREGG COUNTY,Jail,10002770,101 E METHVIN ST,LONGVIEW,75601,32.49691728,-94.73879592,GREGG,48183,COUNTY,NA,NA,NA,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1562,Texas,GUADALUPE COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1140,Texas,GURNEY,Prison,10000184,1385 FM 3328,PALESTINE,75803,31.75891571,-95.82290174,ANDERSON,48001,STATE,1953,MEDIUM,2128,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1141,Texas,HALBERT,Prison,10002835,800 ELLEN HALBERT DR,BURNET,78611,30.74273187,-98.24696208,BURNET,48053,STATE,190,NA,612,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1142,Texas,HAMILTON,Prison,10000216,200 LEE MORRISON LANE,BRYAN,77807,30.69099253,-96.41944177,BRAZOS,48041,STATE,1057,MEDIUM,1166,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1143,Texas,HARRIS COUNTY,Jail,10003930,9825 STATE HIGHWAY 116,HAMILTON,31811,32.76444293,-84.86614555,HARRIS,13145,COUNTY,NA,NA,NA,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1144,Texas,HASKELL P COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,48207,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1145,Texas,HAVINS,Prison,10002799,500 FM 45 E,BROWNWOOD,76801,31.65653875,-98.97372368,BROWN,48049,STATE,566,MEDIUM,596,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1563,Texas,HAYS COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1146,Texas,HENLEY,Prison,10002845,7581 HWY 321,DAYTON,77535,30.10528282,-94.92968433,LIBERTY,48291,STATE,157,MEDIUM,576,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1670,Texas,HIDALGO COUNTY,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1147,Texas,HIGHTOWER,Prison,10000224,902 FM 686,DAYTON,77535,30.10452088,-94.93349537,LIBERTY,48291,STATE,1317,MAXIMUM,1384,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1148,Texas,HILLTOP,Prison,10002817,1500 STATE SCHOOL RD,GATESVILLE,76598,31.4767101,-97.7350927,CORYELL,48099,STATE,448,MEDIUM,553,NA,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1149,Texas,HOBBY,Prison,10002827,742 FM 712,MARLIN,76661,31.2553124,-96.9088157,FALLS,48145,STATE,1349,MAXIMUM,1384,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
1150,Texas,HODGE,Prison,10002791,379 FM 2972 WEST,RUSK,75785,31.80817742,-95.16273078,CHEROKEE,48073,STATE,939,MEDIUM,989,private,https://www.tdcj.texas.gov/covid-19/mac_dashboard.html
