Name.Raw,Name.Clean,State,Jurisdiction,Is.Federal
Eastern CI (MD) - Annex,EASTERN CORRECTIONAL INSTITUTION ANNEX,NA,NA,0
Jail Industries Building,JAIL INDUSTRIES BUILDING,NA,NA,0
Western Reception Diagnostic & Correctional Center,WESTERN RECEPTION DIAGNOSTIC CORRECTIONAL CENTER,NA,NA,0
"Western Reception, Diagnostic & Correctional Center",WESTERN RECEPTION DIAGNOSTIC CORRECTIONAL CENTER,NA,NA,0
Butte Prerelease Center - Butte,BUTTE PRERELEASE CENTER BUTTE,NA,NA,0
Butte Prerelease Center - Butte - Community,BUTTE PRERELEASE CENTER BUTTE,NA,NA,0
Butte Prerelease Center CCP East Butte,BUTTE PRERELEASE CENTER BUTTE,NA,NA,0
Dawson County Correctional Facility,DAWSON COUNTY CORRECTIONAL FACILITY,NA,NA,0
Dawson County Correctional Facility - Secure - Contracted,DAWSON COUNTY CORRECTIONAL FACILITY,NA,NA,0
Elkhorn Treatment Center - Boulder,ELKHORN TREATMENT CENTER BOULDER,NA,NA,0
Elkhorn Treatment Center - Boulder - Community,ELKHORN TREATMENT CENTER BOULDER,NA,NA,0
Helena Prerelease Center - Helena,HELENA PRERELEASE CENTER,NA,NA,0
Helena Prerelease Center - Helena - Community,HELENA PRERELEASE CENTER,NA,NA,0
Missoula Assessment & Sanction Center,MISSOULA ASSESSMENT AND SANCTION CENTER,NA,NA,0
Missoula Assessment and Sanction Center - Secure Contracted,MISSOULA ASSESSMENT AND SANCTION CENTER,NA,NA,0
Missoula Prerelease Center - Missoula,MISSOULA PRERELEASE CENTER,NA,NA,0
Missoula Prerelease Center - Missoula - Community,MISSOULA PRERELEASE CENTER,NA,NA,0
(DEC) - Diagnostic and Evaluation Center,DIAGNOSTIC AND EVALUATION CENTER,NA,NA,0
DEC,DIAGNOSTIC AND EVALUATION CENTER,NA,NA,0
Nebraska State Penitentiary,NEBRASKA STATE PENITENTIARY,Nebraska,NA,0
NSP,NEBRASKA STATE PENITENTIARY,Nebraska,NA,0
Tecumseh State Correctional Institution (TSCI),TECUMSEH STATE CORRECTIONAL INSTITUTION,NA,NA,0
TSCI,TECUMSEH STATE CORRECTIONAL INSTITUTION,NA,NA,0
Mountainview Youth Correctional Facility,MOUNTAINVIEW YOUTH CORRECTIONAL FACILITY,NA,NA,0
Moutainview Youth Correctional Facility,MOUNTAINVIEW YOUTH CORRECTIONAL FACILITY,NA,NA,0
Balden CC,BALDEN CORRECTIONAL CENTER,NA,NA,0
Bladen CC,BLADEN CORRECTIONAL CENTER,NA,NA,0
Raleigh CCW,RALEIGH CORRECTIONAL CENTER FOR WOMEN,NA,NA,0
CCIC Coffee Creek Intake Center,COFFEE CREEK INTATE CENTER,Oregon,NA,0
Coffee Creek Intate Center,COFFEE CREEK INTATE CENTER,Oregon,NA,0
Philadelphia Dept of Prisons,PHILADELPHIA DEPT OF PRISONS,Pennsylvania,NA,0
Philadelphia Dept. of Prisons,PHILADELPHIA DEPT OF PRISONS,Pennsylvania,NA,0
Non-specific facilities,NON-SPECIFIC FACILITIES,NA,NA,0
Tennessee Prison for women,TENNESSEE PRISON FOR WOMEN,Tennessee,NA,0
Tennessee Prison for women (TPFW),TENNESSEE PRISON FOR WOMEN,Tennessee,NA,0
Tennessee Prison for women TPFW,TENNESSEE PRISON FOR WOMEN,Tennessee,NA,0
Bell County,BELL COUNTY JAIL,Texas,NA,0
Bradshaw,BRADSHAW,Texas,NA,0
Burleson,BURLESON COUNTY JAIL,Texas,NA,0
Burleson County,BURLESON COUNTY JAIL,Texas,NA,0
Comanche County,COMANCHE COUNTY JAIL,Texas,NA,0
Fannin County,FANNIN COUNTY JAIL,Texas,NA,0
Garza East,GARZA EAST,Texas,NA,0
Haskell (P) County,HASKELL P COUNTY JAIL,Texas,NA,0
Haskell P County,HASKELL P COUNTY JAIL,Texas,NA,0
Jester 1,JESTER 1 UNIT,Texas,NA,0
Jester I,JESTER 1 UNIT,Texas,NA,0
Johnson (P) County,JOHNSON P COUNTY JAIL,Texas,NA,0
Johnson P County,JOHNSON P COUNTY JAIL,Texas,NA,0
Liberty (P) County,LIBERTY P COUNTY JAIL,Texas,NA,0
Liberty P County,LIBERTY P COUNTY JAIL,Texas,NA,0
Lindsay,LINDSAY UNIT,Texas,NA,0
Local Hospital,LOCAL HOSPITAL,Texas,NA,0
Nacogdoches County,NACOGDOCHES COUNTY JAIL,Texas,NA,0
No Longer in Custody,NO LONGER IN CUSTODY,Texas,NA,0
Texas Commission on Jail Standards,TEXAS COMMISSION ON JAIL STANDARDS,Texas,NA,0
Tom Green,TOM GREEN COUNTY JAIL,Texas,NA,0
Tom Green County,TOM GREEN COUNTY JAIL,Texas,NA,0
West Texas RMF,WEST TEXAS UNIT,Texas,NA,0
Willacy County,WILLACY COUNTY JAIL,Texas,NA,0
Willacy Jail,WILLACY COUNTY JAIL,Texas,NA,0
Young,YOUNG UNIT,Texas,NA,0
Community Hospital Patients,COMMUNITY HOSPITAL PATIENTS,NA,NA,0
Deerfield Correctional Center,DEERFIELD CORRECTIONAL CENTER,NA,NA,0
Deerfield Men's Work Center,DEERFIELD MEN S WORK CENTER,NA,NA,0
Deerfield Men's Work Center 2,DEERFIELD MEN S WORK CENTER 2,NA,NA,0
Greensville Correctional Center,GREENSVILLE CORRECTIONAL CENTER,NA,NA,0
Greensville Work Center,GREENSVILLE WORK CENTER,NA,NA,0
Nottoway Correctional Center,NOTTOWAY CORRECTIONAL CENTER,NA,NA,0
Nottoway Work Center,NOTTOWAY WORK CENTER,NA,NA,0
State Farm Correctional Center,STATE FARM CORRECTIONAL CENTER,NA,NA,0
State Farm Enterprise Unit,STATE FARM ENTERPRISE UNIT,NA,NA,0
State Farm Work Center,STATE FARM WORK CENTER,NA,NA,0
Virginia Correctional Center for Women,VIRGINIA CORRECTIONAL CENTER FOR WOMEN,NA,NA,0
Division of Community Corrections,DIVISION OF COMMUNITY CORRECTIONS,NA,NA,0
Regional Training Centers,REGIONAL TRAINING CENTERS,NA,NA,0
Alternatives Incorporated,ALTERNATIVES INCORPORATED,NA,NA,1
City of Faith RRC,CITY FAITH LITTLE REGIONAL OFFICECK AR,NA,NA,1
Corecivic,CORECIVIC RALEIGH,NA,NA,1
CORECIVIC,CORECIVIC RALEIGH,NA,NA,1
Corecivic,CORECIVIC NORFOLK,NA,NA,1
CORECIVIC,CORECIVIC NORFOLK,NA,NA,1
Fresno County Jail,FRESNO COUNTY JAIL,NA,NA,1
JL FRESNO COUNTY JAIL,FRESNO COUNTY JAIL,NA,NA,1
Fresno County Jail RRC,FRESNO COUNTY JAIL RRC,NA,NA,1
Greenville FCI,GREENVILLE FEDERAL CORRECTIONAL INSTITUTION,NA,NA,1
JACKSON COUNTY W/R,JACKSON COUNTY JAIL W R,NA,NA,1
Riverside Christian Ministries,RIVERSIDE HOUSE MIAMI FL,NA,NA,1
RRC HATTIESBURG MISSISSIPPI HATTIESBURG MS,RRC HATTIESBURG MISSISSIPPI,NA,NA,1
RRC SPANISH FORT ALABAMA SPANISH FORT AL,RRC SPANISH FORT ALABAMA,NA,NA,1
SOUTH RALEIGH RE-ENTRY CENTER RALEIGH NC,SOUTH RALEIGH RE ENTRY CENTER,NA,NA,1
SOUTH RALEIGH RE-ENTRY CENTER,SOUTH RALEIGH RE ENTRY CENTER,NA,NA,1
Springfield MCFP,SPRINGFIELD M CORRECTIONAL FACILITYP,NA,NA,1
TOLER HOUSE RRC NEWARK NJ,TOLER HOUSE RRC,NA,NA,1
VINEWOOD RE ENTRY CCC LOS ANGELES CA,VINEWOOD RE ENTRY CORRECTIONAL CENTERC,NA,NA,1
VINEWOOD RE-ENTRY CCC,VINEWOOD RE ENTRY CORRECTIONAL CENTERC,NA,NA,1
VOAGO RESIDENTIAL REENTRY PGM TOLEDO OH,VOAGO RESIDENTIAL REENTRY PGM,NA,NA,1
WA RRC FLAG FLAGSTAFF AZ,WORKING ALTERNATIVES RRC,NA,NA,1
WA RRC FLAG,WORKING ALTERNATIVES RRC,NA,NA,1
Working Alternatives,WORKING ALTERNATIVES RRC,NA,NA,1
Working Alternatives (RRC),WORKING ALTERNATIVES RRC,NA,NA,1
Working Alternatives RRC,WORKING ALTERNATIVES RRC,NA,NA,1
Wisconsin Community Svs,WISCONSIN COMMUNITY SVS RRC,NA,NA,1
Wisconsin Community Svs (RRC),WISCONSIN COMMUNITY SVS RRC,NA,NA,1
Wisconsin Community Svs RRC,WISCONSIN COMMUNITY SVS RRC,NA,NA,1
Bonne Terre,BONNE TERRE EASTERN RECEPTION DIAGNOSTICS CORRECTIONAL CENTER,NA,NA,0
"Eastern Reception, Diagnostic & Correctional Center",BONNE TERRE EASTERN RECEPTION DIAGNOSTICS CORRECTIONAL CENTER,NA,NA,0
ERDCC Bonne Terre,BONNE TERRE EASTERN RECEPTION DIAGNOSTICS CORRECTIONAL CENTER,NA,NA,0
CCC Chillicothe,CILLICOTHE,NA,NA,0
Cillicothe,CILLICOTHE,NA,NA,0
Non-Prison Staff,NON PRISON STAFF,NA,NA,0
Montana Correctional Enterprises,MONTANA CORRECTIONAL ENTERPRISES,NA,NA,1
CCC-L,COMMUNITY CORRECTIONS CENTER,NA,NA,1
Telework and Non-institution locations,TELEWORK AND NON INSTITUTION LOCATIONS,NA,NA,1
Allam / Hartley County,ALLAM HARTLEY COUNTY JAIL,Texas,NA,0
Atascosa County,ATASCOSA COUNTY JAIL,Texas,NA,0
Bailey County,BAILEY COUNTY JAIL,Texas,NA,0
Bastrop County,BASTROP COUNTY JAIL,Texas,NA,0
Burnet County,BURNET COUNTY JAIL,Texas,NA,0
Caldwell County,CALDWELL COUNTY JAIL,Texas,NA,0
Crockett County,CROCKETT COUNTY JAIL,Texas,NA,0
Dallam / Hartley County,DALLAM HARTLEY COUNTY JAIL,Texas,NA,0
Erath County,ERATH COUNTY JAIL,Texas,NA,0
Gaines County,GAINES COUNTY JAIL,Texas,NA,0
Galveston County,GALVESTON COUNTY JAIL,Texas,NA,0
Hays,HAYS COUNTY JAIL,Texas,NA,0
Hays County,HAYS COUNTY JAIL,Texas,NA,0
Jefferson (P) County,JEFFERSON P COUNTY JAIL,Texas,NA,0
Jefferson P County,JEFFERSON P COUNTY JAIL,Texas,NA,0
Karnes County,KARNES COUNTY JAIL,Texas,NA,0
Karnes P County,KARNES P COUNTY JAIL,Texas,NA,0
Kaufman County,KAUFMAN COUNTY JAIL,Texas,NA,0
Mclennan County,MCLENNAN COUNTY JAIL,Texas,NA,0
Milam County,MILAM COUNTY JAIL,Texas,NA,0
Nueces County,NUECES COUNTY JAIL,Texas,NA,0
Starr County,STARR COUNTY JAIL,Texas,NA,0
Taylor County,TAYLOR COUNTY JAIL,Texas,NA,0
Victoria County,VICTORIA COUNTY JAIL,Texas,NA,0
Williamson County,WILLIAMSON COUNTY JAIL,Texas,NA,0
Mill Creek Regional Performance Center,MILL CREEK REGIONAL PERFORMANCE CENTER,Oregon,NA,0
Bureau of Correctional Enterprises,BUREAU OF CORRECTIONAL ENTERPRISES,NA,NA,0
Division of Juvenile Corrections,DIVISION OF JUVENILE CORRECTIONS,NA,NA,0
CSC-Dismas Charities,CSC DISMAS CHARITIES RRC ATLANTA,NA,NA,1
CSC-Dismas Charities (RRC),CSC DISMAS CHARITIES RRC ATLANTA,NA,NA,1
CSC-DISMAS CHARITIES INC,CSC DISMAS CHARITIES RRC ATLANTA,NA,NA,1
CSC-Dismas Charities RRC,CSC DISMAS CHARITIES RRC ATLANTA,NA,NA,1
Dismas Charities,DISMAS CHARITIES RRC TUCSON,NA,NA,1
Dismas Charities (RRC),DISMAS CHARITIES RRC TUCSON,NA,NA,1
Dismas Charities RRC,DISMAS CHARITIES RRC TUCSON,NA,NA,1
Dismas Charities,DISMAS CHARITIES HATTIESBURG,NA,NA,1
Dismas Charities,DISMAS CHARITIES MEMPHIS,NA,NA,1
GEO Care Inc,GEO CARE INC RRC BROWNSVILLE,NA,NA,1
GEO Care Inc RRC,GEO CARE INC RRC BROWNSVILLE,NA,NA,1
GEO Care Inc.,GEO CARE INC RRC BROWNSVILLE,NA,NA,1
GEO Care Inc. (RRC),GEO CARE INC RRC BROWNSVILLE,NA,NA,1
GEO Care Salt Lake City Center,GEO CARE SALT LAKE CITY CENTER,NA,NA,1
GEO Group Inc,GEO GROUP INC EDINBURG,NA,NA,1
GEO Group Inc RRC,GEO GROUP INC EDINBURG,NA,NA,1
GEO Group Inc.,GEO GROUP INC EDINBURG,NA,NA,1
GEO Group Inc. (RRC),GEO GROUP INC EDINBURG,NA,NA,1
GEO Care Inc,GEO CARE INC,NA,NA,1
Dismas Charities Inc,DISMAS CHARITIES INC,NA,NA,1
Kintock Group The,KINTOCK GROUP THE,NA,NA,1
"Kintock Group, The (RRC)",KINTOCK GROUP THE RRC,NA,NA,1
-CDCR/CCHCS Worksite Location √¢ Kern County,KERN COUNTY WORKSITE LOCATION,California,NA,0
-CDCR/CCHCS Worksite Location√¢Kern County,KERN COUNTY WORKSITE LOCATION,California,NA,0
-Worksite Location √¢ Kern County,KERN COUNTY WORKSITE LOCATION,California,NA,0
CDCR/CCHCS Worksite Location Kern County,KERN COUNTY WORKSITE LOCATION,California,NA,0
CDCR/CCHCS Worksite LocationKern County,KERN COUNTY WORKSITE LOCATION,California,NA,0
VOL OF AMER DALLAS TX,VOLUNTEERS OF AMERICA DALLAS TX,NA,NA,1
VOL OF AMER FT WORTH TEXAS FORT WORTH TX,VOLUNTEERS OF AMERICA FORT WORTH TEXAS,NA,NA,1
VOL OF AMER FT WORTH TEXAS,VOLUNTEERS OF AMERICA FORT WORTH TEXAS,NA,NA,1
Vol of America Fort Worth Texas,VOLUNTEERS OF AMERICA FORT WORTH TEXAS,NA,NA,1
Vol. of America Fort Worth Texas,VOLUNTEERS OF AMERICA FORT WORTH TEXAS,NA,NA,1
VOL OF AMER NEW ORLEANS RRC NEW ORLEANS LA,VOLUNTEERS OF AMERICA NEW ORLEANS RRC,NA,NA,1
VOL OF AMER NEW ORLEANS RRC,VOLUNTEERS OF AMERICA NEW ORLEANS RRC,NA,NA,1
RRC - BANNUM INCORPORATED,RRC BANNUM INCORPORATED,NA,NA,1
RRC BIRMINGHAM ALABAMA BIRMINGHAM AL,RRC BIRMINGHAM ALABAMA,NA,NA,1
GEO Group Inc,GEO GROUP INC,NA,NA,1
GEO Reentry Inc,GEO REENTRY INC,NA,NA,1
Volunteers of America,VOLUNTEERS OF AMERICA,NA,NA,1
Volunteers of America Inc,VOLUNTEERS OF AMERICA INC,NA,NA,1
Private Institutions,PRIVATE INSTITUTIONS,NA,NA,0
Brooks P County,BROOKS P COUNTY JAIL,Texas,NA,0
Wharton County,WHARTON COUNTY JAIL,Texas,NA,0
Zapata County,ZAPATA COUNTY JAIL,Texas,NA,0
Northern CI Infirmiry,NORTHERN CORRECTIONAL INSTITUTION INFIRMIRY,NA,NA,1
Northern CI Infirmary,NORTHERN CORRECTIONAL INSTITUTION INFIRMIRY,NA,NA,1
Alvis House Inc,ALVIS HOUSE INC,NA,NA,1
Alvis House Inc.,ALVIS HOUSE INC,NA,NA,1
TALBERT HOUSE INCORPORATED CINCINNATI OH,ATALBERT HOUSE INC,NA,NA,1
Atalbert House Inc,ATALBERT HOUSE INC,NA,NA,1
ATalbert House Inc,ATALBERT HOUSE INC,NA,NA,1
ATalbert House Inc.,ATALBERT HOUSE INC,NA,NA,1
BALDWIN CO JAIL BAY MIN AL,BALDWIN COUNTY JAIL,NA,NA,0
Baldwin County Jail,BALDWIN COUNTY JAIL,NA,NA,0
CORE Services Group Inc,CORE SERVICES GROUP INC RRC,NA,NA,1
"CORE Services Group, Inc. (RRC)",CORE SERVICES GROUP INC RRC,NA,NA,1
NW Regional Re-Entry Center,NORTHWEST REGIONAL REENTRY CENTER,NA,NA,1
NW REGIONAL RE-ENTRY CENTER,NORTHWEST REGIONAL REENTRY CENTER,NA,NA,1
JCCC Jefferson City,JCCC JEFFERSON CITY,NA,NA,1
Fannin P County,FANNIN COUNTY JAIL,NA,NA,0
CTCC Fulton,CREMER THERAPEUTIC COMMUNITY CENTER,NA,NA,0
CDCR/CCHCS Worksite Location  Santa Clara County,SANTA CLARA COUNTY WORKSITE LOCATION,California,NA,0
CDCR/CCHCS Worksite Location Santa Clara County,SANTA CLARA COUNTY WORKSITE LOCATION,California,NA,0
CDCR/CCHCS Worksite Location  San Luis Obispo County,SAN LUIS OBISPO COUNTY WORKSITE LOCATION,California,NA,0
CDCR/CCHCS Worksite Location San Luis Obispo County,SAN LUIS OBISPO COUNTY WORKSITE LOCATION,California,NA,0
CDCR/CCHCS Worksite Location  Orange County,ORANGE COUNTY WORKSITE LOCATION,California,NA,0
CDCR/CCHCS Worksite Location Orange County,ORANGE COUNTY WORKSITE LOCATION,California,NA,0
CDCR/CCHCS Worksite Location  Mendocino County,MENDOCINO COUNTY WORKSITE LOCATION,California,NA,0
CDCR/CCHCS Worksite Location Mendocino County,MENDOCINO COUNTY WORKSITE LOCATION,California,NA,0
CDCR/CCHCS Worksite Location  Imperial County,IMPERIAL COUNTY WORKSITE LOCATION,California,NA,0
CDCR/CCHCS Worksite Location Imperial County,IMPERIAL COUNTY WORKSITE LOCATION,California,NA,0
CDCR/CCHCS Worksite Location  Fresno County,FRESNO COUNTY WORKSITE LOCATION,California,NA,0
CDCR/CCHCS Worksite Location Fresno County,FRESNO COUNTY WORKSITE LOCATION,California,NA,0
Dover Probation and Parole,DOVER PROBATION AND PAROLE,NA,NA,0
Georgetown Administrative Services,GEORGETOWN ADMINISTRATIVE SERVICES,NA,NA,0
Georgetown Probation and Parole,GEORGETOWN PROBATION AND PAROLE,NA,NA,0
New Castle Probation and Parole,NEW CASTLE PROBATION AND PAROLE,NA,NA,0
Northern New Castle County Probation and Parole,NORTHERN NEW CASTLE COUNTY JAIL PROBATION AND PAROLE,NA,NA,0
Seaford Probation and Parole,SEAFORD PROBATION AND PAROLE,NA,NA,0
Special Operations Group,SPECIAL OPERATIONS GROUP,NA,NA,0
Steven Floyd Training Academy,STEVEN FLOYD TRAINING ACADEMY,NA,NA,0
RUBINOUX RRC RUBIDOUX CA,BEHAVIORAL SYSTEMS SOUTHWEST RUBIDOUX,NA,NA,1
BEHAVIORAL SYSTEMS S. W.,BEHAVIORAL SYSTEMS SOUTHWEST RUBIDOUX,NA,NA,1
Behavioral Systems SW,BEHAVIORAL SYSTEMS SOUTHWEST RUBIDOUX,NA,NA,1
Central Arizona Florence Correctional Complex,CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX,NA,NA,0
County Rehabilitation Center,COUNTY REHABILITATION CENTER TYLER,NA,NA,1
Dismas Charities Inc,DISMAS CHARITIES OF OMAHA,NA,NA,1
Dismas Charities Inc.,DISMAS CHARITIES OF OMAHA,NA,NA,1
Midway Rehabilitation Center,MIDWAY REHABILITATION CENTER KNOXVILLE,NA,NA,1
Salvation Army,SALVATION ARMY RRC WEST PALM BEACH,NA,NA,1
THE SALVATION ARMY WEST PALM BEACH FL,SALVATION ARMY RRC WEST PALM BEACH,NA,NA,1
Secor Incorporated,SECOR INC LEBANON,NA,NA,1
Working Alternatives GG,WORKING ALTERNATIVES RRC GARDEN GROVE,NA,NA,0
Chambers County,CHAMBERS COUNTY JAIL,NA,NA,0
Coryell County,CORYELL COUNTY JAIL,NA,NA,0
Matagorda County,MATAGORDA COUNTY JAIL,NA,NA,0
Maverick County,MAVERICK COUNTY JAIL,NA,NA,0
Maverick P County,MAVERICK P COUNTY JAIL,NA,NA,0
Maverickp County,MAVERICK P COUNTY JAIL,NA,NA,0
Nolan County,NOLAN COUNTY JAIL,NA,NA,0
San Augustine County,SAN AUGUSTINE COUNTY JAIL,NA,NA,0
Stephens County,STEPHENS COUNTY JAIL,NA,NA,0
Spokane County Jail,SPOKANE COUNTY JAIL,NA,NA,0
REALITY HOUSE GEO BROWNSVILLE TX,REALITY HOUSE GEO,NA,NA,1
Reeves I & II CI,REEVES I AND II CORRECTIONAL INSTITUTION PECOS,NA,NA,0
House of Correction,MINNESOTA HOUSE OF CORRECTION,NA,NA,0
Criminal Justice Facility,MINNESOTA JAIL,NA,NA,0
Jail,MINNESOTA JAIL,NA,NA,0
Juvenile Justice Center,MINNESOTA YOUTH DETENTION,NA,NA,0
Youth Detention,MINNESOTA YOUTH DETENTION,NA,NA,0
North Fork Correctional Center- I Unit,NORTH FORK CORRECTIONAL CENTER I UNIT,NA,NA,0
North Fork Correctional Center- Unit,NORTH FORK CORRECTIONAL CENTER I UNIT,NA,NA,0
Phelps County Corrections,PHELPS COUNTY JAIL CORRECTIONS,NA,NA,0
All other staff worksites,ALL OTHER STAFF WORKSITES,California,NA,0
Limestone County,LIMESTONE COUNTY JAIL,NA,NA,0
Saguaro Correctional Center Eloy Arizona,SAGUARO CORRECTIONAL CENTER ELOY ARIZONA,NA,NA,1
San Patricio County,SAN PATRICIO COUNTY JAIL,NA,NA,0
Rhode Island Staff Training Academy,RHODE ISLAND STAFF TRAINING ACADEMY,NA,NA,1
Behavioral Systems Southwest,BEHAVIORAL SYSTEMS SOUTHWEST VAN NUYS,NA,NA,1
Keeton Corrections Inc,KEETON CORRECTIONS INC JACKSONVILLE RRC,NA,NA,1
Keeton Corrections Inc.,KEETON CORRECTIONS INC JACKSONVILLE RRC,NA,NA,1
Twin Fall CRC,TWIN FALL CRC,NA,NA,0
Kendall County,KENDALL COUNTY JAIL,NA,NA,0
Volunteers of America of Minnesota,VOLUNTEERS OF AMERICA OF MINNESOTA REGIONAL OFFICESEVILLE,NA,NA,1
Location,LOCATION,NA,NA,0
-,NA,NA,NA,0
Deceased,DECEASED,NA,NA,0
Mass Testing,MASS TESTING,NA,NA,0
Unknown,UNKNOWN,NA,NA,0
Tota,TOTA,NA,NA,0
Larned Correctional Mental Health Facility,LARNED CORRECTIONAL MENTAL HEALTH FACILITY,NA,NA,0
Fayette County,FAYETTE COUNTY JAIL,NA,NA,0
Walker County,WALKER COUNTY JAIL,NA,NA,0
Community Extended Nuclear TRA,COMMUNITY EXTENDED NUCLEAR TRA MANDAN,NA,NA,0
CJC,CJC,Alabama,NA,0
Anchorage CCC,ANCHORAGE CCC,Alaska,NA,0
ANCHORAGE CCC,ANCHORAGE CCC,Alaska,NA,0
Goose Creek CC,GOOSE CREEK CC,Alaska,NA,0
GOOSE CREEK CC,GOOSE CREEK CC,Alaska,NA,0
Lemon Creek CC (Juneau),LEMON CREEK CC JUNEAU,Alaska,NA,0
Lemon Creek CC Juneau,LEMON CREEK CC JUNEAU,Alaska,NA,0
LEMON CREEK CC JUNEAU,LEMON CREEK CC JUNEAU,Alaska,NA,0
Cummins Unit Prison,CUMMINS UNIT PRISON,Arkansas,NA,0
Worksite - Southern Region,CDCR CCHCS WORKSITE SOUTHERN REGION,California,NA,0
Discharged,DISCHARGED,Connecticut,NA,0
Hospital (CT),HOSPITAL CT,Connecticut,NA,0
Hospital CT,HOSPITAL CT,Connecticut,NA,0
County-Wide,COUNTY WIDE,District of Columbia,NA,0
Bannum Inc,BANNUM INC RRC GREENVILLE,NA,NA,1
BANNUM INC,BANNUM INC RRC GREENVILLE,NA,NA,1
Bannum Inc RRC,BANNUM INC RRC GREENVILLE,NA,NA,1
BANNUM INC RRC GREENVILLE,BANNUM INC RRC GREENVILLE,NA,NA,1
RRC - BANNUM INCORPORATED GREENVILLE SC,BANNUM INC RRC GREENVILLE,NA,NA,1
"Bannum, Inc.",BANNUM INC RRC GREENVILLE,NA,NA,1
"Bannum, Inc. (RRC)",BANNUM INC RRC GREENVILLE,NA,NA,1
"Bannum, Inc. (RRC) - Greenville",BANNUM INC RRC GREENVILLE,NA,NA,1
Behavioral Systems Southwest Inc,BEHAVIORAL SYSTEMS SOUTHWEST INC RRC LOS ANGELES,NA,NA,1
BEHAVIORAL SYSTEMS SOUTHWEST INC RRC LOS ANGELES,BEHAVIORAL SYSTEMS SOUTHWEST INC RRC LOS ANGELES,NA,NA,1
"Behavioral Systems Southwest, Inc. (RRC) - Los Angeles",BEHAVIORAL SYSTEMS SOUTHWEST INC RRC LOS ANGELES,NA,NA,1
Behavioral Systems Southwest Inc,BEHAVIORAL SYSTEMS SOUTHWEST INC RRC PHOENIX,NA,NA,1
BEHAVIORAL SYSTEMS SOUTHWEST INC RRC PHOENIX,BEHAVIORAL SYSTEMS SOUTHWEST INC RRC PHOENIX,NA,NA,1
"Behavioral Systems Southwest, Inc.",BEHAVIORAL SYSTEMS SOUTHWEST INC RRC PHOENIX,NA,NA,1
"Behavioral Systems Southwest, Inc. (RRC) - Phoenix",BEHAVIORAL SYSTEMS SOUTHWEST INC RRC PHOENIX,NA,NA,1
BSSW-RRC PHX,BEHAVIORAL SYSTEMS SOUTHWEST INC RRC PHOENIX,NA,NA,1
BRAWLEY RRC,BRAWLEY RRC,NA,NA,1
Brawley RRC,BRAWLEY RRC,NA,NA,1
Brawley RRC (RRC),BRAWLEY RRC,NA,NA,1
Brawley RRC RRC,BRAWLEY RRC,NA,NA,1
Cass County Jail,CASS COUNTY JAIL RRC,NA,NA,1
CASS COUNTY JAIL,CASS COUNTY JAIL RRC,NA,NA,1
Cass County Jail (RRC),CASS COUNTY JAIL RRC,NA,NA,1
Cass County Jail RRC,CASS COUNTY JAIL RRC,NA,NA,1
CASS COUNTY JAIL RRC,CASS COUNTY JAIL RRC,NA,NA,1
Central Arizona Florence Correctional Complex (RRC),CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX RRC,NA,NA,1
CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX RRC,CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX RRC,NA,NA,1
SALVATION ARMY CORRECTIONAL SE CHICAGO IL,CENTRAL TERRITORIAL OF THE SALVATION ARMY DBA SALVATION ARMY CORRECTIONAL SER RRC CHICAGO,NA,NA,1
Central Territorial of the Salvation Army DBA Salvation Army Correctional Ser,CENTRAL TERRITORIAL OF THE SALVATION ARMY DBA SALVATION ARMY CORRECTIONAL SER RRC CHICAGO,NA,NA,1
Central Territorial of the Salvation Army DBA Salvation Army Correctional Ser RRC,CENTRAL TERRITORIAL OF THE SALVATION ARMY DBA SALVATION ARMY CORRECTIONAL SER RRC CHICAGO,NA,NA,1
CENTRAL TERRITORIAL OF THE SALVATION ARMY DBA SALVATION ARMY CORRECTIONAL SER RRC CHICAGO,CENTRAL TERRITORIAL OF THE SALVATION ARMY DBA SALVATION ARMY CORRECTIONAL SER RRC CHICAGO,NA,NA,1
Central Territorial of the Salvation Army,CENTRAL TERRITORIAL OF THE SALVATION ARMY DBA SALVATION ARMY CORRECTIONAL SER RRC CHICAGO,NA,NA,1
CHERRY STREET SERVICES INC,CHERRY STREET SERVICES INC RRC GRAND RAPIDS,NA,NA,1
Cherry Street Services Inc,CHERRY STREET SERVICES INC RRC GRAND RAPIDS,NA,NA,1
Cherry Street Services Inc RRC,CHERRY STREET SERVICES INC RRC GRAND RAPIDS,NA,NA,1
CHERRY STREET SERVICES INC RRC GRAND RAPIDS,CHERRY STREET SERVICES INC RRC GRAND RAPIDS,NA,NA,1
"Cherry Street Services, Inc.",CHERRY STREET SERVICES INC RRC GRAND RAPIDS,NA,NA,1
"Cherry Street Services, Inc. (RRC)",CHERRY STREET SERVICES INC RRC GRAND RAPIDS,NA,NA,1
"Cherry Street Services, Inc. (RRC) - Grand Rapids",CHERRY STREET SERVICES INC RRC GRAND RAPIDS,NA,NA,1
CHERRY STREET SERVICES INC RRC DETROIT,CHERRY STREET SERVICES INC RRC DETROIT,NA,NA,1
"Cherry Street Services, Inc. (RRC) - Detroit",CHERRY STREET SERVICES INC RRC DETROIT,NA,NA,1
