"","facility_name_raw","facility_name_clean","State","jurisdiction"
"2154","ECTOR COUNTY","ECTOR COUNTY JAIL","Texas","county"
"2155","ERATH COUNTY","ERATH COUNTY JAIL",NA,NA
"2156","FORT BEND COUNTY","FORT BEND COUNTY JAIL","Texas","county"
"2157","GAINES COUNTY","GAINES COUNTY JAIL",NA,NA
"2158","GALVESTON COUNTY","GALVESTON COUNTY JAIL",NA,NA
"2159","GRAYSON COUNTY","GRAYSON COUNTY JAIL","Texas","county"
"2160","GUADALUPE COUNTY","GUADALUPE COUNTY JAIL","Texas","county"
"2161","HAYS COUNTY","HAYS COUNTY JAIL",NA,NA
"2162","JEFFERSON P COUNTY","JEFFERSON P COUNTY JAIL",NA,NA
"2163","JEFFERSON COUNTY","JEFFERSON COUNTY JAIL","Texas","county"
"2164","KARNES COUNTY","KARNES COUNTY JAIL",NA,NA
"2165","KARNES P COUNTY","KARNES P COUNTY JAIL",NA,NA
"2166","KAUFMAN COUNTY","KAUFMAN COUNTY JAIL",NA,NA
"2167","LUBBOCK COUNTY","LUBBOCK COUNTY JAIL","Texas","county"
"2168","MCLENNAN COUNTY","MCLENNAN COUNTY JAIL",NA,NA
"2169","MILAM COUNTY","MILAM COUNTY JAIL",NA,NA
"2170","NUECES COUNTY","NUECES COUNTY JAIL",NA,NA
"2171","STARR COUNTY","STARR COUNTY JAIL",NA,NA
"2172","TAYLOR COUNTY","TAYLOR COUNTY JAIL",NA,NA
"2173","VICTORIA COUNTY","VICTORIA COUNTY JAIL",NA,NA
"2174","WASHINGTON COUNTY","WASHINGTON COUNTY JAIL",NA,NA
"2175","WILLIAMSON COUNTY","WILLIAMSON COUNTY JAIL",NA,NA
"2176","MILL CREEK REGIONAL PERFORMANCE CENTER","MILL CREEK REGIONAL PERFORMANCE CENTER",NA,NA
"2177","BECKLEY","BLECKLEY CORRECTIONAL CENTER","West Virginia","state"
"2178","CENTRAL","CENTRAL REGIONAL JAIL","West Virginia","state"
"2179","CHARLESTON","CHARLESTON CORRECTIONAL CENTER","West Virginia","state"
"2180","DONALD R KUHN","DONALD R KUHN JUVENILE CENTER","West Virginia","state"
"2181","EASTERN","EASTERN REGIONAL JAIL","West Virginia","state"
"2182","GENE SPADARO","GENE SPADARO JUVENILE CENTER","West Virginia","state"
"2183","JAMES H TIGER MORTON","TIGER MORTON JUVENILE CENTER","West Virginia","state"
"2184","JM CHICK BUCKBEE","CHICK BUCKBEE JUVENILE CENTER","West Virginia","state"
"2185","KENNETH HONEY RUBENSTEIN","KENNETH HONEY RUBENSTEIN JUVENILE CENTER","West Virginia","state"
"2186","LORRIE YEAGER JR","LORRIE YEAGER JUVENILE CENTER","West Virginia","state"
"2187","NORTH CENTRAL","NORTH CENTRAL REGIONAL JAIL","West Virginia","state"
"2188","PARKERSBURG","PARKERSBURG CORRECTIONAL CENTER","West Virginia","state"
"2189","POTOMAC HIGHLANDS","POTOMAC HIGHLANDS REGIONAL JAIL","West Virginia","state"
"2190","ROBERT L SHELL","ROBERT SHELL JUVENILE CENTER","West Virginia","state"
"2191","RONALD MULHOLLAND","RONALD MULHOLLAND JUVENILE CENTER","West Virginia","state"
"2192","SAM PERDUE","SAM PERDUE JUVENILE CENTER","West Virginia","state"
"2193","SOUTH CENTRAL","SOUTH CENTRAL REGIONAL JAIL","West Virginia","state"
"2194","SOUTHERN","SOUTHERN REGIONAL JAIL","West Virginia","state"
"2195","SOUTHWESTERN","SOUTHWESTERN REGIONAL JAIL","West Virginia","state"
"2196","TYGART VALLEY","TYGART VALLEY REGIONAL JAIL","West Virginia","state"
"2197","VICKI V DOUGLAS","VICKI DOUGLAS JUVENILE CENTER","West Virginia","state"
"2198","WESTERN","WESTERN REGIONAL JAIL","West Virginia","state"
"2199","BUREAU OF CORRECTIONAL ENTERPRISES","BUREAU OF CORRECTIONAL ENTERPRISES",NA,NA
"2200","DIVISION OF JUVENILE CORRECTIONS","DIVISION OF JUVENILE CORRECTIONS",NA,NA
"2201","COMMUNITY EDUCATION CENTERS IN","COMMUNITY EDUCATION CENTERS IN",NA,NA
"2202","CSC DISMAS CHARITIES RRC ATLANTA","CSC DISMAS CHARITIES RRC ATLANTA",NA,NA
"2203","DISMAS CHARITIES RRC TUCSON","DISMAS CHARITIES RRC TUCSON",NA,NA
"2204","DISMAS CHARITIES HATTIESBURG","DISMAS CHARITIES HATTIESBURG",NA,NA
"2205","DISMAS CHARITIES MEMPHIS","DISMAS CHARITIES MEMPHIS",NA,NA
"2206","GEO CARE INC RRC BROWNSVILLE","GEO CARE INC RRC BROWNSVILLE",NA,NA
"2207","GEO CARE SALT LAKE CITY CENTER","GEO CARE SALT LAKE CITY CENTER",NA,NA
"2208","GEO GROUP INC EDINBURG","GEO GROUP INC EDINBURG",NA,NA
"2209","GEO PHILADELPHIA RRC","GEO PHILADELPHIA RRC",NA,NA
"2210","GEO CARE INC","GEO CARE INC",NA,NA
"2211","DISMAS CCC","DISMAS CORRECTIONAL CENTERC",NA,NA
"2212","DISMAS CHARITIES COMMCORRCTR","DISMAS CHARITIES COMMCORRCTR",NA,NA
"2213","DISMAS CHARITIES INC","DISMAS CHARITIES INC",NA,NA
"2214","DISMAS HOUSE CHARITIES INC","DISMAS HOUSE CHARITIES INC",NA,NA
"2215","KINTOCK GROUP THE","KINTOCK GROUP THE",NA,NA
"2216","KINTOCK GROUP THE RRC","KINTOCK GROUP THE RRC",NA,NA
"2217","CDCR CCHCS WORKSITE LOCATION KERN COUNTY","CDCR CORRECTIONAL CENTERHCS WORKSITE LOCATION KERN COUNTY JAIL",NA,NA
"2218","VOLUNTEERS OF AMERICA DALLAS TX","VOLUNTEERS OF AMERICA DALLAS TX",NA,NA
"2219","VOLUNTEERS OF AMERICA FORT WORTH TEXAS","VOLUNTEERS OF AMERICA FORT WORTH TEXAS",NA,NA
"2220","VOLUNTEERS OF AMERICA NEW ORLEANS RRC","VOLUNTEERS OF AMERICA NEW ORLEANS RRC",NA,NA
"2221","RRC BANNUM INCORPORATED","RRC BANNUM INCORPORATED",NA,NA
"2222","RRC BIRMINGHAM ALABAMA","RRC BIRMINGHAM ALABAMA",NA,NA
"2223","GEO GROUP INC","GEO GROUP INC",NA,NA
"2224","GEO REENTRY INC","GEO REENTRY INC",NA,NA
"2225","VOLUNTEERS OF AMERICA","VOLUNTEERS OF AMERICA",NA,NA
"2226","VOLUNTEERS OF AMERICA INC","VOLUNTEERS OF AMERICA INC",NA,NA
"2227","PRIVATE INSTITUTIONS","PRIVATE INSTITUTIONS",NA,NA
"2228","BROOKS P COUNTY","BROOKS P COUNTY JAIL",NA,NA
"2229","HIDALGO COUNTY","HIDALGO COUNTY JAIL","Texas","county"
"2230","WHARTON COUNTY","WHARTON COUNTY JAIL",NA,NA
"2231","WICHITA COUNTY","WICHITA COUNTY JAIL","Texas","county"
"2232","ZAPATA COUNTY","ZAPATA COUNTY JAIL",NA,NA
"2233","CDCR CCHCS WORKSITE LOCATION MONTEREY COUNTY","MONTEREY COUNTY WORKSITE LOCATION","California","state"
"2234","CDCR CCHCS WORKSITE LOCATION SANTA BARBARA COUNTY","SANTA BARBARA COUNTY WORKSITE LOCATION","California","state"
"2235","CDCR CCHCS WORKSITE LOCATION SOLANO COUNTY","SOLANO COUNTY WORKSITE LOCATION","California","state"
"2236","CDCR CCHCS WORKSITE LOCATION STANISLAUS COUNTY","STANISLAUS COUNTY WORKSITE LOCATION","California","state"
"2237","CDCR CCHCS WORKSITE LOCATION TULARE COUNTY","TULARE COUNTYWORKSITE LOCATION","California","state"
"2238","CDCR CCHCS WORKSITE LOCATION VENTURA COUNTY","VENTURA COUNTY WORKSITE LOCATION","California","state"
"2239","MACDOUGALL WALKER CI","MACDOUGALL WALKER CORRECTIONAL INSTITUTION","Connecticut","state"
"2240","NORTHERN CI INFIRMIRY","NORTHERN CORRECTIONAL INSTITUTION INFIRMIRY",NA,NA
"2241","ALVIS HOUSE INC","ALVIS HOUSE INC",NA,NA
"2242","ATALBERT HOUSE INC","ATALBERT HOUSE INC",NA,NA
"2243","BALDWIN COUNTY JAIL","BALDWIN COUNTY JAIL JAIL",NA,NA
"2244","CORE SERVICES GROUP INC RRC","CORE SERVICES GROUP INC RRC",NA,NA
"2245","EDGEFIELD FCI","EDGEFIELD FEDERAL CORRECTIONAL INSTITUTION","South Carolina","federal"
"2246","NW REGIONAL RE ENTRY CENTER","NORTHWEST REGIONAL REENTRY CENTER",NA,NA
"2247","TALBERT HOUSE INCORPORATED","TALBERT HOUSE INCORPORATED",NA,NA
"2248","SUBSTANCE ABUSE TREATMENT FACILITY AND STATE PRISON CORCORAN","CALIFORNIA STATE PRISON CORCORAN","California","state"
"2249","TERRE HAUTE USP","TERRE HAUTE UNITED STATES PENITENTIARY","Indiana","federal"
"2250","JCCC JEFFERSON CITY","JCCC JEFFERSON CITY",NA,NA
"2251","FANNIN P COUNTY","FANNIN COUNTY JAIL",NA,NA
"2252","FLORENCE FCI","FLORENCE FEDERAL CORRECTIONAL INSTITUTION","Colorado","federal"
"2253","LEE USP","LEE UNITED STATES PENITENTIARY","Virginia","federal"
"2254","GHENT RRC","GHENT RRC",NA,NA
"2255","MANCHESTER FCI","MANCHESTER FEDERAL CORRECTIONAL INSTITUTION","Kentucky","federal"
"2256","MARIANNA FCI","MARIANNA FEDERAL CORRECTIONAL INSTITUTION","Florida","federal"
"2257","MCKEAN FCI","MCKEAN FEDERAL CORRECTIONAL INSTITUTION","Pennsylvania","federal"
"2258","MENDOTA FCI","MENDOTA FEDERAL CORRECTIONAL INSTITUTION","California","federal"
"2259","MORGANTOWN FCI","MORGANTOWN FEDERAL CORRECTIONAL INSTITUTION","West Virginia","federal"
"2260","JACKSONVILLE RESID REENTRY CTR","JACKSONVILLE RESID REENTRY CTR",NA,NA
"2261","JESUP FCI","JESUP FEDERAL CORRECTIONAL INSTITUTION","Maryland","federal"
"2262","POLLOCK USP","POLLOCK UNITED STATES PENITENTIARY","Louisiana","federal"
"2263","BOWLING GREEN NECC","NORTHEASTERN CORRECTIONAL CENTER","Massachusetts","state"
"2264","FORDLAND OCC","OLD COLONY CORRECTIONAL CENTER","Massachusetts","state"
"2265","FULTON CTCC","CREMER THERAPEUTIC COMMUNITY CENTER",NA,NA
"2266","CDCR CCHCS WORKSITE LOCATION SANTA CLARA COUNTY","CDCR CORRECTIONAL CENTERHCS WORKSITE LOCATION SANTA CLARA COUNTY JAIL",NA,NA
"2267","CDCR CCHCS WORKSITE LOCATION SAN LUIS OBISPO COUNTY","CDCR CORRECTIONAL CENTERHCS WORKSITE LOCATION SAN LUIS OBISPO COUNTY JAIL",NA,NA
"2268","CDCR CCHCS WORKSITE LOCATION ORANGE COUNTY","CDCR CORRECTIONAL CENTERHCS WORKSITE LOCATION ORANGE COUNTY JAIL",NA,NA
"2269","CDCR CCHCS WORKSITE LOCATION MENDOCINO COUNTY","CDCR CORRECTIONAL CENTERHCS WORKSITE LOCATION MENDOCINO COUNTY JAIL",NA,NA
"2270","CDCR CCHCS WORKSITE LOCATION IMPERIAL COUNTY","CDCR CORRECTIONAL CENTERHCS WORKSITE LOCATION IMPERIAL COUNTY JAIL",NA,NA
"2271","CDCR CCHCS WORKSITE LOCATION FRESNO COUNTY","CDCR CORRECTIONAL CENTERHCS WORKSITE LOCATION FRESNO COUNTY JAIL",NA,NA
"2272","DOVER PROBATION AND PAROLE","DOVER PROBATION AND PAROLE",NA,NA
"2273","GEORGETOWN ADMINISTRATIVE SERVICES","GEORGETOWN ADMINISTRATIVE SERVICES",NA,NA
"2274","GEORGETOWN PROBATION AND PAROLE","GEORGETOWN PROBATION AND PAROLE",NA,NA
"2275","NEW CASTLE PROBATION AND PAROLE","NEW CASTLE PROBATION AND PAROLE",NA,NA
"2276","NORTHERN NEW CASTLE COUNTY PROBATION AND PAROLE","NORTHERN NEW CASTLE COUNTY JAIL PROBATION AND PAROLE",NA,NA
"2277","SEAFORD PROBATION AND PAROLE","SEAFORD PROBATION AND PAROLE",NA,NA
"2278","SPECIAL OPERATIONS GROUP","SPECIAL OPERATIONS GROUP",NA,NA
"2279","STEVEN FLOYD TRAINING ACADEMY","STEVEN FLOYD TRAINING ACADEMY",NA,NA
"2280","BEHAVIORAL SYSTEMS SOUTHWEST RUBIDOUX","BEHAVIORAL SYSTEMS SOUTHWEST RUBIDOUX",NA,NA
"2281","CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX","CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX",NA,NA
"2282","COUNTY REHABILITATION CENTER TYLER","COUNTY REHABILITATION CENTER TYLER",NA,NA
"2283","DISMAS CHARITIES OF OMAHA","DISMAS CHARITIES OF OMAHA",NA,NA
"2284","MIDWAY REHABILITATION CENTER KNOXVILLE","MIDWAY REHABILITATION CENTER KNOXVILLE",NA,NA
"2285","SALVATION ARMY RRC WEST PALM BEACH","SALVATION ARMY RRC WEST PALM BEACH",NA,NA
"2286","SECOR INC LEBANON","SECOR INC LEBANON",NA,NA
"2287","WORKING ALTERNATIVES RRC GARDEN GROVE","WORKING ALTERNATIVES RRC GARDEN GROVE",NA,NA
"2288","DECATUR COUNTY CI","DECATUR COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"2289","JEFFERSON COUNTY CI","JEFFERSON COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"2290","MUSCOGEE COUNTY CI","MUSCOGEE COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"2291","BROWN CREEK CI","BROWN CREEK CORRECTIONAL INSTITUTION","North Carolina","state"
"2292","CHAMBERS COUNTY","CHAMBERS COUNTY JAIL",NA,NA
"2293","CORYELL COUNTY","CORYELL COUNTY JAIL",NA,NA
"2294","MATAGORDA COUNTY","MATAGORDA COUNTY JAIL",NA,NA
"2295","MAVERICK COUNTY","MAVERICK COUNTY JAIL",NA,NA
"2296","MAVERICK P COUNTY","MAVERICK P COUNTY JAIL",NA,NA
"2297","NOLAN COUNTY","NOLAN COUNTY JAIL",NA,NA
"2298","SAN AUGUSTINE COUNTY","SAN AUGUSTINE COUNTY JAIL",NA,NA
"2299","STEPHENS COUNTY","STEPHENS COUNTY JAIL",NA,NA
"2300","SPOKANE COUNTY JAIL","SPOKANE COUNTY JAIL JAIL",NA,NA
"2301","REALITY HOUSE GEO","REALITY HOUSE GEO",NA,NA
"2302","REEVES I AND II CI PECOS","REEVES I AND II CORRECTIONAL INSTITUTION PECOS",NA,NA
"2303","MINNESOTA HOUSE OF CORRECTION","MINNESOTA HOUSE OF CORRECTION",NA,NA
"2304","MINNESOTA JAIL","MINNESOTA JAIL",NA,NA
"2305","MINNESOTA YOUTH DETENTION","MINNESOTA YOUTH DETENTION",NA,NA
"2306","NORTH FORK CORRECTIONAL CENTER I UNIT","NORTH FORK CORRECTIONAL CENTER I UNIT",NA,NA
"2307","PHELPS COUNTY CORRECTIONS","PHELPS COUNTY JAIL CORRECTIONS",NA,NA
"2308","ALL OTHER STAFF WORKSITES","ALL OTHER STAFF WORKSITES",NA,NA
"2309","LIMESTONE COUNTY","LIMESTONE COUNTY JAIL",NA,NA
"2310","SAGUARO CORRECTIONAL CENTER ELOY ARIZONA","SAGUARO CORRECTIONAL CENTER ELOY ARIZONA",NA,NA
"2311","SAN PATRICIO COUNTY","SAN PATRICIO COUNTY JAIL",NA,NA
"2312","RHODE ISLAND STAFF TRAINING ACADEMY","RHODE ISLAND STAFF TRAINING ACADEMY",NA,NA
"2313","BEHAVIORAL SYSTEMS SOUTHWEST VAN NUYS","BEHAVIORAL SYSTEMS SOUTHWEST VAN NUYS",NA,NA
"2314","KEETON CORRECTIONS INC JACKSONVILLE RRC","KEETON CORRECTIONS INC JACKSONVILLE RRC",NA,NA
"2315","HARRIS COUNTY CI","HARRIS COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"2316","HALL COUNTY CI","HALL COUNTY CORRECTIONAL INSTITUTION","Georgia","state"
"2317","TWIN FALL CRC","TWIN FALL CRC",NA,NA
"2318","KENDALL COUNTY","KENDALL COUNTY JAIL",NA,NA
"2319","VOLUNTEERS OF AMERICA OF MINNESOTA ROSEVILLE","VOLUNTEERS OF AMERICA OF MINNESOTA REGIONAL OFFICESEVILLE",NA,NA
"2320","FACILITY","FACILITY",NA,NA
"2321","LOCATION","LOCATION",NA,NA
"2322","NA","NA",NA,NA
"2323","DECEASED","DECEASED",NA,NA
"2324","MASS TESTING","MASS TESTING",NA,NA
"2325","UNKNOWN","UNKNOWN",NA,NA
"2326","TOTA","TOTA",NA,NA
"2327","LARNED CORRECTIONAL MENTAL HEALTH FACILITY","LARNED CORRECTIONAL MENTAL HEALTH FACILITY",NA,NA
"2328","FAYETTE COUNTY","FAYETTE COUNTY JAIL",NA,NA
"2329","HILL COUNTY","HILL COUNTY JAIL","Texas","county"
"2330","WALKER COUNTY","WALKER COUNTY JAIL",NA,NA
"2331","COMMUNITY EXTENDED NUCLEAR TRA MANDAN","COMMUNITY EXTENDED NUCLEAR TRA MANDAN",NA,NA
"2332","HOKE CI","HOKE CORRECTIONAL INSTITUTION",NA,NA
"2333","CENTRAL PRISON HCF","CENTRAL PRISON H CORRECTIONAL FACILITY",NA,NA
"2334","ASPC Douglas","DOUGLAS STATE PRISON","Arizona","state"
"2335","ASPC Eyman","EYMAN STATE PRISON","Arizona","state"
"2336","ASPC Florence","FLORENCE STATE PRISON","Arizona","state"
"2337","ASPC Lewis","LEWIS STATE PRISON","Arizona","state"
"2338","ASPC Perryville","PERRYVILLE STATE PRISON","Arizona","state"
"2339","ASPC Phoenix","PHOENIX STATE PRISON","Arizona","state"
"2340","ASPC Safford","SAFFORD STATE PRISON","Arizona","state"
"2341","ASPC Tuscon","TUCSON STATE PRISON","Arizona","state"
"2342","ASPC Winslow","WINSLOW STATE PRISON","Arizona","state"
"2343","ASPC Yuma","YUMA STATE PRISON","Arizona","state"
"2344","ARK VALLEY (III)","ARKANSAS VALLEY CORRECTIONAL FACILITY","Colorado","state"
"2345","ARROWHEAD (II)","ARROWHEAD CORRECTIONAL FACILITY","Colorado","state"
"2346","BENT CNTY (III)","BENT COUNTY CORRECTIONAL FACILITY","Colorado","state"
"2347","BUENAVISTA COMPLEX","BUENA VISTA CORRECTIONAL COMPLEX","Colorado","state"
"2348","BUENAVISTA COMPLEX (III)","BUENA VISTA CORRECTIONAL COMPLEX","Colorado","state"
"2349","C.S.P (V)","COLORADO STATE PENITENTIARY","Colorado","state"
"2350","C.S.P. (V)","COLORADO STATE PENITENTIARY","Colorado","state"
"2351","CENTENNIAL","CENTENNIAL CORRECTIONAL FACILITY","Colorado","state"
"2352","CENTENNIAL (PROCESSING)","CENTENNIAL CORRECTIONAL FACILITY","Colorado","state"
"2353","CENTENNIAL (RTP)","CENTENNIAL CORRECTIONAL FACILITY","Colorado","state"
"2354","CENTENNIAL (Towers)","CENTENNIAL CORRECTIONAL FACILITY","Colorado","state"
"2355","CENTENNIAL (Trans)","CENTENNIAL CORRECTIONAL FACILITY","Colorado","state"
"2356","CENTENNIAL (V)","CENTENNIAL CORRECTIONAL FACILITY","Colorado","state"
"2357","COLCORCTR (I)","COLORADO CORRECTIONAL CENTER","Colorado","state"
"2358","CROWLEY (III)","CROWLEY COUNTY CORRECTIONAL FACILITY","Colorado","state"
"2359","CTCF (III)","COLORADO TERRITORIAL CORRECTIONAL FACILITY","Colorado","state"
"2360","CTCF (III) INFIRMARY","COLORADO TERRITORIAL CORRECTIONAL FACILITY","Colorado","state"
"2361","CTCF Trans Unit","COLORADO TERRITORIAL CORRECTIONAL FACILITY","Colorado","state"
"2362","DELTA (I)","DELTA CORRECTIONAL FACILITY","Colorado","state"
"2363","DELTA (I)","DELTA CORRECTIONAL FACILITY","Mississippi","state"
"2364","DEN-WOMENS (V)","DENVER WOMENS CORRECTIONAL FACILITY","Colorado","state"
"2365","DRDC (V)","DENVER RECEPTION DIAGNOSTIC CENTER","Colorado","state"
"2366","DRDC (V) INFIRMARY","DENVER RECEPTION DIAGNOSTIC CENTER","Colorado","state"
"2367","FOUR MILE (II)","FOUR MILE CORRECTIONAL FACILITY","Colorado","state"
"2368","FREMONT (III)","FREMONT CORRECTIONAL FACILITY","Colorado","state"
"2369","LA VISTA (III)","LA VISTA CORRECTIONAL FACILITY","Colorado","state"
"2370","LIMON CF (IV)","LIMON CORRECTIONAL FACILITY","Colorado","state"
"2371","RIFLE (I)","RIFLE CORRECTIONAL CENTER","Colorado","state"
"2372","SAN CARLOS (RTP)","SAN CARLOS CORRECTIONAL FACILITY","Colorado","state"
"2373","SKYLINE (1)","SKYLINE CORRECTIONAL CENTER","Colorado","state"
"2374","SKYLINE (I)","SKYLINE CORRECTIONAL CENTER","Colorado","state"
"2375","STERLING (V)","STERLING CORRECTIONAL FACILITY","Colorado","state"
"2376","TRINIDAD (II)","TRINIDAD CORRECTIONAL FACILITY","Colorado","state"
"2377","CORRIGAN CI","CORRIGAN RADGOWSKI CORRECTIONAL CENTER","Connecticut","state"
"2378","MACDOUGALL CI","MACDOUGALL WALKER CORRECTIONAL INSTITUTION","Connecticut","state"
"2379","MANSON YI","MANSON YOUTH CORRECTIONAL CENTER","Connecticut","state"
"2380","ROBINSON CI","CARL ROBINSON CORRECTIONAL INSTITUTION","Connecticut","state"
"2381","WILLARD-CYBULSK","WILLARD CYBULSKI CORRECTIONAL INSTITUTION","Connecticut","state"
"2382","Big Muddy River","BIG MUDDY RIVER CORRECTIONAL CENTER","Illinois","state"
"2383","Big Muddy River R&C","BIG MUDDY RIVER CORRECTIONAL CENTER","Illinois","state"
"2384","Centralia","CENTRALIA CORRECTIONAL CENTER","Illinois","state"
"2385","Crossroads ATC","CROSSROADS ADULT TRANSITION CENTER","Illinois","state"
"2386","Danville","DANVILLE CORRECTIONAL CENTER","Illinois","state"
"2387","Decatur","DECATUR CORRECTIONAL CENTER","Illinois","state"
"2388","Decatur Nursery Progam","DECATUR CORRECTIONAL CENTER","Illinois","state"
"2389","Dixon","DIXON CORRECTIONAL INSTITUTION","Illinois","state"
"2390","Dixon","DIXON CORRECTIONAL INSTITUTION","Louisiana","state"
"2391","Dixon Psych Unit","DIXON CORRECTIONAL INSTITUTION","Illinois","state"
"2392","Dixon Psych Unit","DIXON CORRECTIONAL INSTITUTION","Louisiana","state"
"2393","Dixon Springs Boot","DIXON CORRECTIONAL INSTITUTION","Illinois","state"
"2394","Dixon Springs Boot","DIXON CORRECTIONAL INSTITUTION","Louisiana","state"
"2395","Dixon STC Unit","DIXON CORRECTIONAL INSTITUTION","Illinois","state"
"2396","Dixon STC Unit","DIXON CORRECTIONAL INSTITUTION","Louisiana","state"
"2397","East Moline","EAST MOLINE CORRECTIONAL CENTER","Illinois","state"
"2398","Elgin","ELGIN TREATMENT CENTER","Illinois","state"
"2399","Fox Valley ATC","FOX VALLEY ADULT TRANSITION CENTER","Illinois","state"
"2400","Graham","GRAHAM CORRECTIONAL CENTER","Illinois","state"
"2401","Graham R & C","GRAHAM CORRECTIONAL CENTER","Illinois","state"
"2402","Hill","HILL CORRECTIONAL CENTER","Illinois","state"
"2403","IL River Max","ILLINOIS RIVER CORRECTIONAL CENTER","Illinois","state"
"2404","Illinois River","ILLINOIS RIVER CORRECTIONAL CENTER","Illinois","state"
"2405","Jacksonville","JACKSONVILLE CORRECTIONAL CENTER","Illinois","state"
"2406","Joliet Treatment Center","JOLIET TREATMENT CENTER","Illinois","state"
"2407","JTC General Pop","JOLIET TREATMENT CENTER","Illinois","state"
"2408","Kewanee","KEWANEE LIFE SKILLS REENTRY CENTER","Illinois","state"
"2409","Lawrence","LAWRENCE CORRECTIONAL CENTER","Illinois","state"
"2410","Lincoln","LINCOLN CORRECTIONAL CENTER","Illinois","state"
"2411","Lincoln","LINCOLN CORRECTIONAL CENTER","North Carolina","state"
"2412","Logan","LOGAN CORRECTIONAL CENTER","Illinois","state"
"2413","Logan R & C","LOGAN CORRECTIONAL CENTER","Illinois","state"
"2414","Menard","MENARD CORRECTIONAL CENTER","Illinois","state"
"2415","Menard R &C","MENARD CORRECTIONAL CENTER","Illinois","state"
"2416","Murphysboro Life Skills","MURPHYSBORO CORRECTIONAL CENTER","Illinois","state"
"2417","Peoria ATC","PEORIA ADULT TRANSITION CENTER","Illinois","state"
"2418","Pinckneyville","PINCKNEYVILLE CORRECTIONAL CENTER","Illinois","state"
"2419","Pittsfield Work Camp","PITTSFIELD WORK CAMP","Illinois","state"
"2420","Pontiac","PONTIAC CORRECTIONAL CENTER","Illinois","state"
"2421","Pontiac Med Security","PONTIAC CORRECTIONAL CENTER","Illinois","state"
"2422","Pontiac Mental Health","PONTIAC CORRECTIONAL CENTER","Illinois","state"
"2423","Robinson","ROBINSON CORRECTIONAL CENTER","Illinois","state"
"2424","Shawnee","SHAWNEE CORRECTIONAL CENTER","Illinois","state"
"2425","Sheridan","SHERIDAN CORRECTIONAL CENTER","Illinois","state"
"2426","Southwestern IL Work Camp","SOUTHWESTERN ILLINOIS CORRECTIONAL CENTER","Illinois","state"
"2427","Southwestern Illinois","SOUTHWESTERN ILLINOIS CORRECTIONAL CENTER","Illinois","state"
"2428","Stateville","STATEVILLE CORRECTIONAL CENTER","Illinois","state"
"2429","Stateville Farm","STATEVILLE CORRECTIONAL CENTER","Illinois","state"
"2430","Taylorville","TAYLORVILLE CORRECTIONAL CENTER","Illinois","state"
"2431","Vandalia","VANDALIA CORRECTIONAL CENTER","Illinois","state"
"2432","Vienna","VIENNA CORRECTIONAL CENTER","Illinois","state"
"2433","Western Illinois","WESTERN ILLINOIS CORRECTIONAL CENTER","Illinois","state"
"2434","Branchville","BRANCHVILLE CORRECTIONAL FACILITY","Indiana","state"
"2435","Chain O'Lakes","CHAIN OLAKES CORRECTIONAL FACILITY","Indiana","state"
"2436","Correctional Industrial","CORRECTIONAL INDUSTRIAL FACILITY","Indiana","state"
"2437","Edinburgh","EDINBURGH CORRECTIONAL FACILITY","Indiana","state"
"2438","Heritage Trail","HERITAGE TRAIL CORRECTIONAL FACILITY","Indiana","state"
"2439","Indiana State Prison","INDIANA STATE PRISON","Indiana","state"
"2440","Indiana Women's Prison","INDIANA WOMENS PRISON","Indiana","state"
"2441","LaPorte Juvenile","LAPORTE JUVENILE CORRECTIONAL FACILITY","Indiana","state"
"2442","Logansport Juvenile","LOGANSPORT JUVENILE CORRECTIONAL FACILITY","Indiana","state"
"2443","Madison","MADISON CORRECTIONAL FACILITY","Indiana","state"
"2444","Miami","MIAMI CORRECTIONAL FACILITY","Indiana","state"
"2445","New Castle","NEW CASTLE CORRECTIONAL FACILITY","Indiana","state"
"2446","New Castle Annex","NEW CASTLE CORRECTIONAL FACILITY","Indiana","state"
"2447","New Castle Mental Health","NEW CASTLE CORRECTIONAL FACILITY","Indiana","state"
"2448","Pendleton","PENDLETON CORRECTIONAL FACILITY","Indiana","state"
"2449","Pendleton Juvenile","PENDLETON JUVENILE CORRECTIONAL FACILITY","Indiana","state"
"2450","Pendleton Treatment","PENDLETON CORRECTIONAL FACILITY","Indiana","state"
"2451","Plainfield","PLAINFIELD CORRECTIONAL FACILITY","Indiana","state"
"2452","Putnamville","PUTNAMVILLE CORRECTIONAL FACILITY","Indiana","state"
"2453","Reception Diagnostic","RECEPTION AND DIAGNOSTIC CENTER","Indiana","state"
"2454","Rockville","ROCKVILLE CORRECTIONAL FACILITY","Indiana","state"
"2455","South Bend WR","SOUTH BEND REENTRY CENTER","Indiana","state"
"2456","Wabash Valley","WABASH VALLEY CORRECTIONAL FACILITY","Indiana","state"
"2457","Wabash Valley Secure","WABASH VALLEY CORRECTIONAL FACILITY","Indiana","state"
"2458","Westville","WESTVILLE CORRECTIONAL FACILITY","Indiana","state"
