"Facility.ID","PREA.Audit.Date","PREA.Report.Date","PREA.Staff.Population","PREA.Residents.Population","PREA.Capacity","PREA.Staff.Population.Type","PREA.Residents.Population.Type","PREA.Source"
861,2016-10-25,,376,743,1041,"Contact","Current","https://dspace.njstatelib.org/bitstream/handle/10929/68876/p9592016e.pdf?sequence=1&isAllowed=y"
862,2019-07-12,2019-07-25,810,1470,1853,"Contact","Current","https://www.state.nj.us/corrections/pdf/PREA/2019/Final%20PREA%20Audit%20Report%20-%20NJDOC%20New%20Jersey%20State%20Prison.pdf"
863,2019-06-20,2019-07-31,838,2331,2628,"Contact","Current","https://www.state.nj.us/corrections/pdf/PREA/2019/Final%20PREA%20Audit%20Report%20-%20NJ%20DOC%20Northern%20State%20Prison.pdf"
864,2017-09-22,2018-01-03,1031,3313,3475,"Assigned (Last 12 Months)","Current","https://www.state.nj.us/corrections/pdf/PREA/2017/FINAL%20PREA%20REPORT-Southwoods%20State%20Prison.pdf"
865,2017-09-20,2018-01-03,592,1736,2375,"Assigned (Last 12 Months)","Current","https://www.nj.gov/corrections/pdf/PREA/2017/FINAL%20PREA%20REPORT-Southern%20State%20Correctional%20Facility.pdf"
872,2019-02-08,,329,840,1210,"Contact","Current","https://cd.nm.gov/wp-content/uploads/2019/05/CNMCF_Audit_2019.pdf"
874,2020-07-03,2020-07-25,133,545,610,"Contact","Current","https://cd.nm.gov/wp-content/uploads/2020/07/Guadalupe-PREA-Report-7-25-2020-2.pdf"
875,2018-11-01,2019-01-07,217,1261,1266,"Contact","Current","https://www.geogroup.com/Portals/0/PREA_Certifications/Lea%20County%20Correctional%20Facility%20-%20Final%20Report.pdf"
876,2017-03-10,2017-09-27,230,559,654,"Assigned (Last 12 Months)","Current","https://cd.nm.gov/wp-content/uploads/2019/05/NENMDF_Audit_2017.pdf"
878,2020-10-23,2020-11-13,302,1040,1449,"Contact","Current","https://www.mtctrains.com/wp-content/uploads/2021/01/Otero-County-Prison-Facility-PREA-Final-Report.pdf"
880,2020-12-11,2020-06-17,255,757,864,"Contact","Current","https://cd.nm.gov/wp-content/uploads/2020/06/PNM-Final-PREA-Audit-Report.pdf"
882,2020-02-06,2020-06-17,361,638,768,"Contact","Current","https://cd.nm.gov/wp-content/uploads/2020/06/SNMCF-Final-Audit-Report.pdf"
883,2019-02-05,2019-10-08,119,416,436,"Contact","Current","https://cd.nm.gov/wp-content/uploads/2019/10/Springer-Final-Report.pdf"
885,2018-04-13,2018-08-20,181,357,372,"Contact","Current","https://cd.nm.gov/wp-content/uploads/2019/05/WNMCF_PREA_Audit_2018.pdf"
886,2017-02-08,2017-02-08,255,398,558,"Assigned (Last 12 Months)","Current","https://doccs.ny.gov/system/files/documents/2019/05/acapreaadirondackcfreport.pdf"
887,2020-08-07,2020-09-15,638,613,1241,"Contact","Current","https://doccs.ny.gov/system/files/documents/2020/10/albion-correctional-facility-prea-report-final-9.15.2020.pdf"
888,2018-02-16,2018-04-04,238,453,480,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/altona-audit-report-final.pdf"
889,2017-02-17,2017-03-19,866,2009,2141,"Assigned (Last 12 Months)","Current","https://doccs.ny.gov/system/files/documents/2019/05/acapreaatticacfreport.pdf"
890,2020-03-05,2020-05-06,802,1282,1700,"Contact","Current","https://doccs.ny.gov/system/files/documents/2020/05/auburn-correctional-facility-final-prea-audit-report-5.6.2020.pdf"
891,2020-03-20,2020-05-01,507,1085,1714,"Contact","Current","https://doccs.ny.gov/system/files/documents/2020/05/bare-hill-correctional-facility-final-prea-audit-report-5.1.2020.pdf"
892,2018-10-19,2018-11-21,709,760,926,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/bedford-hills-cf-final-prea-audit-report-11-21-18.pdf"
896,2019-09-18,2019-11-17,353,882,812,"Contact","Current","https://doccs.ny.gov/system/files/documents/2020/01/cape-vincent-correctional-facility-final-prea-audit-report-11.17.2019.pdf"
897,2017-10-04,2017-10-24,384,926,1282,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/cayuga-cf-prea-audit-report-10-24-17.pdf"
898,2020-02-13,2020-03-29,1352,2248,2852,"Contact","Current","https://doccs.ny.gov/system/files/documents/2020/04/clinton-correctional-facility-final-prea-audit-report-3.29.2020-1.pdf"
899,2016-11-18,2016-11-23,580,1059,1107,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/acapreacollinscfreport.pdf"
901,2016-03-18,2016-04-15,519,901,1006,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/acapreacoxsackiecfreport.pdf"
902,2018-03-09,2018-06-23,750,1144,1221,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/downstate-correctional-facility-final-prea-audit-report-6-23-18.pdf"
903,2019-10-11,2019-11-19,505,932,985,"Contact","Current","https://doccs.ny.gov/system/files/documents/2020/06/eastern-cf-final-prea-audit-report-11.19.19.pdf"
904,2018-04-20,2018-06-05,135,136,183,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/edgecomb-rtf-prea-2018-audit-report-6-5-18.pdf"
905,2021-04-23,2021-05-29,747,1071,1774,"Contact","Current","https://doccs.ny.gov/index.php/system/files/documents/2021/06/elmira-correctional-facility-final-prea-audit-report-5.29.2021_1.pdf"
906,2019-04-17,2019-06-07,1068,1616,1857,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/12/fishkill-cf-prea-audit-report-nysdoccs-final-updated-2-6.7.19.pdf"
907,2019-05-03,2019-09-09,660,1267,1587,"Contact","Current","https://doccs.ny.gov/system/files/documents/2020/02/five-points-final-prea-audit-report-9-9-19-audit-complete-6.17.19.pdf"
908,2020-03-18,2020-04-16,531,1220,1730,"Contact","Current","https://doccs.ny.gov/system/files/documents/2020/04/franklin-correctional-facility-final-prea-audit-report-4.16.2020.pdf"
910,2017-09-13,2017-10-25,388,976,1082,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/gourverneur-correctional-facility-prea-audit-report-10-25-17.pdf"
911,2016-11-16,2016-11-23,746,1490,1755,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/acapreagowandacfreport.pdf"
912,2017-10-25,2017-12-11,766,1449,1612,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/great-meadow-correctional-facility-prea-12-11-17.pdf"
913,2018-03-30,2018-05-04,877,1904,2068,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/greenhavenfinal-prea-audit-report-5-4-18.pdf"
914,2020-08-12,2020-09-14,640,1409,1759,"Contact","Current","https://doccs.ny.gov/system/files/documents/2020/10/greene-correctional-facility-prea-report-final-9.14.2020.pdf"
915,2019-10-25,2019-11-29,506,930,1106,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/12/groveland-cf-final-prea-audit-report-11.29.19.pdf"
916,2016-03-15,2016-04-12,220,367,480,"Assigned (Last 12 Months)","Current","https://doccs.ny.gov/system/files/documents/2019/05/acapreahalecreekcfreport.pdf"
918,2020-08-14,2020-09-26,260,91,252,"Contact","Current","https://doccs.ny.gov/system/files/documents/2020/10/hudson-correctional-facility-final-prea-audit-report-community-confinement-9.26.2020.pdf"
919,2021-04-30,2021-05-28,510,217,922,"Contact","Current","https://doccs.ny.gov/system/files/documents/2021/06/lakeview-correctional-facility-final-prea-audit-report-5.28.2021_0.pdf"
920,2016-03-02,2016-04-02,148,1148,1218,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/acapreamarcycfreport.pdf"
922,2019-03-01,2019-07-25,702,1317,1651,"Contact","Current","https://doccs.ny.gov/system/files/documents/2021/03/mid-state-cf-final-prea-audit-report-7-25-19.pdf"
923,2019-02-08,2019-03-22,858,1358,1457,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/mohawk-cf-prea-audit-report-32219.pdf"
924,2017-10-25,2017-12-13,118,214,300,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/moriah-shock-incarceration-correctional-facility-prea-final-rpt-12-13-17.pdf"
927,2018-02-14,2018-03-23,286,401,604,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/ogdensburg-audit-report-final.pdf"
928,2018-03-02,2018-04-15,396,861,1082,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/orleans-correctional-report-final.pdf"
929,2021-05-12,2021-06-17,297,442,622,"Contact","Current","https://doccs.ny.gov/system/files/documents/2021/07/otisville-correctional-facility-final-prea-audit-report-2021pdf.pdf"
931,2019-05-07,2019-06-16,260,249,424,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/12/queensboro-cf-prea-audit-report-6.16.2019.pdf"
933,2017-09-13,2017-10-27,385,853,882,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/riverview-correctional-facility-prea-audit-report-10-27-17.pdf"
934,2019-10-22,2019-11-23,26,50,90,"Contact","Current","https://doccs.ny.gov/system/files/documents/2021/03/rochester-cf-final-prea-audit-report-11.23.2019.pdf"
936,2021-05-07,2021-06-17,358,388,532,"Contact","Current","https://doccs.ny.gov/index.php/system/files/documents/2021/06/shawangunk-correctional-facility-final-prea-audit-report-2021pdf.pdf"
937,2019-05-29,2019-11-11,868,1479,1747,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/12/sing-sing-final-prea-audit-report-dated-11.11.19-audit-complete-8.9.19.pdf"
938,2021-04-20,2021-05-29,434,361,756,"Contact","Current","https://doccs.ny.gov/index.php/system/files/documents/2021/06/southport-correctional-facility-final-prea-audit-report-5.29.2021_5.pdf"
941,2018-10-17,2018-11-07,207,329,379,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/taconic-final-prea-audit-report-11-7-18.pdf"
942,2019-10-09,2019-11-20,449,622,812,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/12/ulster-cf-final-prea-audit-report-11.20.19.pdf"
943,2015-10-23,2015-11-22,552,1221,1500,"Assigned (Last 12 Months)","Current","https://doccs.ny.gov/system/files/documents/2021/03/upstate-cf-aca-prea-ny-report-final-11.22.15.pdf"
945,2021-05-05,2021-06-17,274,307,536,"Contact","Current","https://doccs.ny.gov/system/files/documents/2021/07/wallkill-correctional-facility-final-prea-audit-report-2021pdf.pdf"
946,2018-05-04,2018-05-04,382,830,874,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/05/washinton-prea-audit-report-final.pdf"
947,2019-09-20,2019-11-19,331,470,670,"Contact","Current","https://doccs.ny.gov/system/files/documents/2020/01/watertown-correctional-facility-final-prea-audit-report-11.19.2019_0.pdf"
948,2019-11-01,2019-12-08,816,757,918,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/12/wende-cf-final-prea-audit-report-12.8.2019.pdf"
949,2019-04-30,2019-07-29,404,562,659,"Contact","Current","https://doccs.ny.gov/system/files/documents/2019/12/willard-dtc-final-prea-audit-report-7-29-19.pdf"
951,2020-08-04,2020-09-14,559,1045,1714,"Contact","Current","https://doccs.ny.gov/system/files/documents/2020/10/wyoming-correctional-facility-prea-report-final-9.14.2020.pdf"
952,2017-06-06,2017-07-05,305,846,856,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2017%20-%20Albemarle%20CI%20-%20PREA%20Final%20Report%20-%20final.pdf"
953,2018-03-21,2018-05-03,500,1205,1252,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2018_-_Alexander_CI_-_PREA_Final_Report.pdf"
954,2016-01-13,2016-04-12,378,1207,1224,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/Brown%20Creek%20CI%20Final%20PREA%20Audit%202016.pdf"
955,2021-02-19,2021-03-11,291,804,856,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2021-Avery-Mitchell-CI-PREA-Report.pdf"
957,2018-03-08,2018-08-26,480,1084,1504,"Contact","Current","https://files.nc.gov/ncdps/documents/files/Bertie%20CI%20%20Final%20PREA%20Report_%202018_0.pdf"
964,2018-03-23,2018-05-04,80,268,284,"Contact","Current","https://files.nc.gov/ncdps/documents/files/Caldwell%20CC%20PREA%20Audit%20Report_2018.pdf"
965,2018-02-14,2018-03-31,385,1018,1038,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2018_-_Caledonia_CI_-_PREA_Final_Report_-_Final_-_update.pdf"
966,2017-04-04,2017-05-09,74,299,303,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/Carteret-CC-PREA-Final-Report-2017.pdf"
967,2020-02-05,2020-04-25,138,478,484,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2020-Caswell-CC-PREA-Final-Report-Final.pdf"
968,2018-01-11,2018-08-31,63,237,,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2018%20Catawba%20Correctional%20Center%20PREA%20Report.pdf"
969,2020-12-09,2021-01-29,1103,936,1104,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2020-Central-Prison-PREA-Report.pdf"
971,2017-05-04,2017-06-02,242,689,698,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/Columbus%20Correctional%20Institution%20-%202017%20%2800000003%29.pdf"
973,2018-05-03,2018-05-20,176,494,598,"Contact","Current","https://files.nc.gov/ncdps/documents/files/Craggy%20PREA%20Final%20Audit%20Report%202018.pdf"
974,2020-11-19,2021-06-18,359,621,850,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2021-Craven-CI-PREA-report.pdf"
975,2020-02-07,2020-04-29,141,616,620,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2020-Dan-River-PWF-PREA-Final-Report-Final.pdf"
976,2016-09-15,2016-10-15,59,254,258,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/Davidson%20Correctional%20Center.pdf"
978,2016-12-08,2017-01-08,160,427,477,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/EasternCI.pdf"
979,2017-07-29,2017-08-07,504,760,858,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/Foothills%20CI%20-%202017%20PREA%20Final%20Report%20-%20Final%20%2800000002%29.pdf"
980,2016-09-13,2016-10-13,58,245,248,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/Forsyth%20Correctional%20Center.pdf"
981,2018-05-24,2018-06-18,175,453,480,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2018%20Franklin%20Correctional%20Institution%20PREA%20Report%20%281%29.pdf"
982,2018-01-09,2018-08-31,55,241,242,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2018%20Gaston%20Correctional%20Center%20PREA%20Report.pdf"
983,2018-06-12,2018-07-07,185,656,656,"Contact","Current","https://files.nc.gov/ncdps/documents/files/Greene%20CI%20Final%20PREA%20Audit%20Report_2018%20%20final.pdf"
984,2018-02-15,2018-08-26,361,980,988,"Contact","Current","https://files.nc.gov/ncdps/documents/Harnett_CI_PREA_Report_-_Final_Report_2018.pdf"
985,2019-01-23,2019-03-01,177,543,622,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2019_-Hoke_CI_-_PREA_Final_Report_-_final.pdf"
986,2019-12-04,2020-02-09,176,307,756,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2019-Hyde-CI-PREA-report.pdf"
987,2019-09-19,2019-10-19,178,635,640,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2019-Johnston-CI-PREA-Report-Final.pdf"
988,2019-11-06,2020-01-02,53,233,236,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2019-Lincoln-CC-PREA-Report-Final.pdf"
989,2021-01-22,2021-03-05,251,750,788,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2021-Lumberton-CI-PREA-Report_0.pdf"
990,2018-08-30,2018-09-19,379,606,793,"Contact","Current","https://files.nc.gov/ncdps/documents/files/Marion%20Correctional%20Institution%20Final%20PREA%20Audit%20Report%202018.pdf"
991,2018-06-16,2018-07-22,513,1277,1504,"Contact","Current","https://files.nc.gov/ncdps/documents/files/Maury%20CI%20PREA%20Audit%20Report_2018.pdf"
992,2019-01-25,2019-02-25,288,579,833,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2019_-_Morrison_CI_-_PREA_Final_Report_-_Final_update.pdf"
993,2018-12-14,2018-12-28,259,890,908,"Contact","Current","https://files.nc.gov/ncdps/documents/files/MountainViewCI_Final_PREA_Audit_Report_2018_revised.pdf"
994,2018-05-22,2018-06-16,251,644,654,"Contact","Current","https://files.nc.gov/ncdps/documents/files/NASH%20Correctional%20Institution%20PREA%20Report_2018_2.pdf"
995,2019-06-13,2019-06-26,268,783,788,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2019-NeuseCI-PREAFinalReport.pdf"
996,2017-03-15,2017-03-27,127,390,402,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/NEW%20HANOVER%20CORRECTIONAL%20CENTER%20FINAL%20REPORT%20April%207%202017.pdf"
997,2016-10-31,2016-12-05,702,1607,1739,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/prea_audit_nc_correctional_institution_for_women_2016.pdf"
998,2020-12-15,2021-02-05,46,86,135,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2020-North-Piedmont-CRV-PREA-Report.pdf"
999,2019-10-30,2020-04-09,66,213,220,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2019-Orange-CC-PREA-Final-Report-Final.pdf"
1000,2020-01-29,2020-04-14,162,571,576,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2020-Pamlico-CI-PREA-Final-Report-Final.pdf"
1001,2020-11-18,2021-01-04,226,520,968,"Contact","Current","https://files.nc.gov/ncdps/documents/files/Pasquotank-CI-Final-Audit-Report-2020.pdf"
1002,2021-04-14,2021-05-30,246,705,768,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2021-Pender-CI-PREA-Report.pdf"
1003,2016-06-07,2016-07-27,407,999,1042,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/Piedmont%20CI%20PREA%20Audit%20Report.pdf"
1004,2020-03-04,2020-05-26,372,617,1012,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2020-Polk-CI-PREA-Final-Report.pdf"
1006,2016-09-27,2017-02-08,122,224,226,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/Randolph%20Correctional%20Center.pdf"
1008,2018-05-11,2018-06-21,71,118,192,"Contact","Current","https://files.nc.gov/ncdps/documents/files/Robeson%20CRV%20Center_Final%20PREA%20Audit%20Report_2018.pdf"
1009,2019-11-08,2020-01-14,51,234,236,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2019-Rutherford-CC-PREA-Report-Final.pdf"
1010,2018-02-16,2018-04-04,173,437,462,"Contact","Current","https://files.nc.gov/ncdps/documents/files/Sampson%20CI%20%20Final%20PREA%20Report_%202018.pdf"
1011,2018-02-13,2018-08-26,65,296,298,"Contact","Current","https://files.nc.gov/ncdps/documents/files/Sanford%20CI%20Final%20PREA%20Report%20-%202018.pdf"
1012,2017-06-13,2017-07-22,562,1687,1754,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/SCOTLAND%20Correctional%20Institution%20-%202017.pdf"
1014,2017-06-08,2017-07-22,277,639,700,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/Southern%20Correctional%20Institution%20-%202017.pdf"
1016,2018-05-05,2018-05-28,97,319,366,"Contact","Current","https://files.nc.gov/ncdps/documents/files/Swannanoa%20audit%20final%202018%20.pdf"
1017,2018-02-23,2018-04-08,474,1575,1752,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2018_-_Tabor_CI_-_PREA_Final_Report_-_final.pdf"
1018,2016-12-13,2016-12-28,161,504,640,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/TyrrellPrisonWorkFarm.pdf"
1019,2020-12-18,2021-02-22,80,402,438,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2020-Wake-CC-PREA-Report.pdf"
1020,2020-03-06,2020-06-30,397,662,762,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2020-Warren-CI-PREA-Final-Report-Final.pdf"
1021,2018-10-25,2018-10-31,53,240,268,"Contact","Current","https://files.nc.gov/ncdps/documents/files/Wilkes%20Final%20PREA%20Audit%20Report%202018.pdf"
1066,2018-05-04,2018-06-12,467,1567,1669,"Contact","Current","https://www.drc.ohio.gov/Portals/0/AOCI%202018%20PREA%20Report.pdf"
1067,2021-03-20,2021-04-15,441,2439,1800,"Contact","Current","https://www.drc.ohio.gov/Portals/0/Belmont%20PREA%20Audit%202021.pdf"
1068,2019-04-05,2019-03-18,568,2683,1673,"Contact","Current","https://www.drc.ohio.gov/Portals/0/Chillicothe%20Correctional%20Institution%20-%20PREA%20Final%20Report%202019.pdf"
1069,2018-06-15,2018-07-31,551,1873,1562,"Contact","Current","https://www.drc.ohio.gov/Portals/0/CRC%20PREA%20Report%207312018.pdf"
1070,2018-05-18,,269,856,500,"Contact","Current","https://www.drc.ohio.gov/Portals/0/Dayton%20Correctional%20Instituton%20PREA%20Report%202018%202.pdf"
1072,2018-04-13,,532,595,690,"Contact","Current","https://www.drc.ohio.gov/Portals/0/FMC%20ODRC%20PREA%20Final%20Report%202018%20FMC%20ODRC%20%28Autosaved%29.pdf"
1073,2020-10-09,2020-11-19,393,1677,1234,"Contact","Current","https://www.drc.ohio.gov/Portals/0/Grafton%20PREA%20Report-Final.pdf"
1074,2018-08-30,2019-04-28,289,1765,1820,"Contact","Current","https://www.drc.ohio.gov/Portals/0/2019-LAECI%20PREA%20AUDIT%20REPORT_1.pdf"
1075,2020-03-05,2020-04-10,498,1997,1460,"Contact","Current","https://www.drc.ohio.gov/Portals/0/Lebanon%20Correctional%20Institution%20OHIO%20FINAL%20PREA%20Report%20%20%204-9-20.pdf"
1076,2019-03-29,,363,2268,1950,"Contact","Current","https://drc.ohio.gov/Portals/0/LoCI%20PREA%20Report%205_11_19.pdf"
1077,2020-10-07,2020-11-19,410,1414,750,"Contact","Current","https://www.drc.ohio.gov/Portals/0/LorCI%20Audit%20Report-Final%20PREA.pdf"
1078,2018-04-17,2018-08-16,159,607,720,"Contact","Current","https://secure.in.gov/idoc/files/Final-Report-Madison-Correctional-Facility.pdf"
1079,2018-03-30,2018-05-14,585,2542,2387,"Contact","Current","https://www.drc.ohio.gov/Portals/0/Mansfield2018Prison%20Rape%20Elimination%20ActFinal%20Report.pdf"
1080,2018-05-25,2018-07-09,446,2327,1452,"Contact","Current","https://drc.test.ohio.gov/Portals/0/MCI%20report%20final%207_9_18.pdf"
1081,2018-03-16,2018-04-25,395,2443,1855,"Contact","Current","https://drc.ohio.gov/Portals/0/Noble%20CI%202018%20NEW%20Adult%20P%26J%20Audit%20Report%20Template%20Rev%2012-2017.pdf"
1082,2018-07-18,2018-09-02,368,2428,2426,"Contact","Current","https://www.drc.ohio.gov/Portals/0/North_Central_Correctional_Complex_2018_Final_PREA_Report.pdf"
1083,2019-06-13,2019-09-06,440,1581,2048,"Contact","Current","https://www.corecivic.com/hubfs/_files/PREA/NEOCC%20Final%20Report.pdf"
1084,2020-03-20,2020-05-18,164,625,350,"Contact","Current","https://www.drc.ohio.gov/Portals/0/Northeast%20Reintegration%20Center%20Final%20PREA%20Report.pdf"
1085,2019-03-15,2019-04-27,454,2431,2808,"Contact","Current","https://drc.test.ohio.gov/Portals/0/ORW%20PREA%20Audit%20Report.pdf"
1086,2019-05-03,2019-06-03,326,478,504,"Contact","Current","https://drc.ohio.gov/Portals/0/Ohio%20State%20Penitentiary%20Final%20PREA%20Auditor%20Summary%20Report%202019.pdf"
1088,2019-09-20,2019-11-04,463,2064,2151,"Contact","Current","https://www.drc.test.ohio.gov/Portals/0/Pickaway%20PREA%20%20report%2011_4_19.pdf"
1089,2020-12-11,2021-01-15,390,2116,2107,"Contact","Current","https://www.drc.ohio.gov/Portals/0/Richland%20CI-%20Final%20Audit%20Report.pdf"
1090,2021-03-20,2021-04-29,488,1677,1403,"Contact","Current","https://www.drc.ohio.gov/Portals/0/Ross%20Final%20PREA%20Audit%20%284-29-21%29.pdf"
1091,2019-03-08,2019-04-11,367,1579,1595,"Contact","Current","https://www.drc.test.ohio.gov/Portals/0/SCI%20PREA%20Audit%20Report.pdf"
1092,2018-06-08,2018-07-02,644,1212,1638,"Contact","Current","https://www.drc.ohio.gov/Portals/0/SOCI%20PREA%20Report_1.pdf"
1094,2020-03-13,2020-04-21,467,856,1000,"Contact","Current","https://www.drc.ohio.gov/Portals/0/Toledo%20Correctional%20Institution%202020%20PREA.pdf"
1095,2019-04-19,2021-05-14,353,1381,1000,"Contact","Current","https://drc.test.ohio.gov/Portals/0/TCI%20PREA%20Report-Final.pdf"
1097,2020-03-05,2020-04-13,367,1297,680,"Contact","Current","https://www.drc.test.ohio.gov/Portals/0/Warren%20Correctional%20Institution%20%20Ohio%20FINAL%20PREA%20Report%20%20%204-13-20.pdf"
1152,2019-09-18,2019-11-14,580,2183,2442,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/Audit%20Cycle%203%20%202019/SCI%20Albion%20Final%20PREA%20Audit%20Report%20dated%2011-14-2019.pdf"
1157,2019-10-07,2019-11-25,592,1990,2283,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/Audit%20Cycle%203%20%202019/SCI%20Benner%20Township%20Final%20PREA%20Audit%20Report%20dated%2011-25-2019.pdf"
1158,2020-03-11,2020-04-21,349,1194,1177,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/LIBRARY%20%20PREA%20%20CYCLE%203%20%202020/SCI%20Cambridge%20Springs%20Final%20PREA%20Audit%20Report%20dated%2004-21-2020.pdf"
1159,2019-04-03,2019-05-31,914,3463,3685,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/LIBRARY%20%20PREA%20%20Audit%20Cycle%202%202019/SCI%20Camp%20Hill%20Final%20PREA%20Report%20dated%2005-31-2019.pdf"
1162,2018-06-27,2018-08-09,430,1282,1346,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/LIBRARY%20%20PREA%20%20Audit%20Cycle%202%20%202018/SCI%20Chester%20Final%20PREA%20Report%20dated%2008-09-2018.pdf"
1163,2017-09-21,2017-10-30,549,2184,1578,"Contact","Current","https://www.cor.pa.gov/Initiatives/PrisonRapeEliminationAct(PREA)/2017%20PREA%20AUDIT%20REPORTS%20LIBRARY/SCI%20Coal%20Township%20Final%20PREA%20Report%20dated%2010-30-17.pdf"
1165,2018-01-09,2018-09-06,860,2148,1750,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/LIBRARY%20%20PREA%20%20Audit%20Cycle%202%20%202018/SCI%20Dallas%20Final%20PREA%20Audit%20Report%20dated%2009-06-2018.pdf"
1166,2017-06-20,2017-08-10,594,2108,2297,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/LIBRARY%20%20PREA%20%20Cycle%202%20%202017/SCI%20Fayette%20Final%20PREA%20Report%20dated%208-10-17.pdf"
1167,2018-10-26,2019-03-06,665,2409,2309,"Contact","Current","https://www.cor.pa.gov/Facilities/Prison_Rape_Elimination_Act/LIBRARY%20%20PREA%20%20Audit%20Cycle%202%202019/SCI%20Forest%20Final%20PREA%20Report%20dated%2003-06-2019.pdf"
1168,2017-09-22,2017-11-18,370,0,900,"Contact","Current","https://www.cor.pa.gov/Initiatives/PrisonRapeEliminationAct(PREA)/2017%20PREA%20AUDIT%20REPORTS%20LIBRARY/SCI%20Frackville%20Final%20PREA%20Report%20dated%2011-18-17.pdf"
